comment_sentence_id,class,comment_sentence,category
3671,PoolManager,"headers to include with all requests, unless other headers are given",2
3672,PoolManager,explicitly.,2
3673,PoolManager,param connection pool kw,2
2650,Environment,versionchanged 24,2
3674,PoolManager,additional parameters are used to create fresh,2
3675,PoolManager,class urllib3^connectionpool.connectionpool instances.,2
2652,Environment,loader,2
2654,Environment,cache size,2
2655,Environment,the size of the cache.,2
2656,Environment,per default this is 400 which means,2
2658,Environment,out the least recently used template.,2
2661,Environment,1 the cache will not be cleaned.,2
2662,Environment,versionchanged 28,2
2664,Environment,auto reload,2
2666,Environment,sources may change ie file system or database .,2
2667,Environment,if,2
2670,Environment,will reload the template.,2
2671,Environment,for higher performance it s possible to,2
2672,Environment,disable that.,2
2673,Environment,bytecode cache,2
2675,Environment,cache for the internal jinja bytecode so that templates don t,2
2678,Environment,enable async,2
2680,Environment,you to take advantage of newer python features.,2
2681,Environment,this requires,2
2682,Environment,python 36 or later.,2
3732,Request,param method http method to use.,2
3733,Request,param url url to send.,2
3734,Request,param headers dictionary of headers to send.,2
3735,Request,param files dictionary of filename fileobject files to multipart upload.,2
3736,Request,param data the body to attach to the request.,2
3737,Request,if a dictionary or,2
3738,Request,"list of tuples key, value is provided, form encoding will",2
3739,Request,take place.,2
3740,Request,param json json for the body to attach to the request if files or data is not specified .,2
3741,Request,param params url parameters to append to the url.,2
3742,Request,if a dictionary or,2
3743,Request,"list of tuples key, value is provided, form encoding will",2
3744,Request,take place.,2
3745,Request,"param auth auth handler or user, pass tuple.",2
3746,Request,param cookies dictionary or cookiejar of cookies to attach to this request.,2
3747,Request,"param hooks dictionary of callback hooks, for internal usage.",2
3819,Retry,param int total,2
3820,Retry,total number of retries to allow.,2
3821,Retry,takes precedence over other counts.,2
3822,Retry,set to none to remove this constraint and fall back on other,2
3823,Retry,counts.,2
3824,Retry,it s a good idea to set this to some sensibly high value to,2
3825,Retry,account for unexpected edge cases and avoid infinite retry loops.,2
3826,Retry,set to 0 to fail on the first retry.,2
3827,Retry,set to false to disable and imply raise on redirect false .,2
3828,Retry,param int connect,2
3829,Retry,how many connection related errors to retry on.,2
3830,Retry,"these are errors raised before the request is sent to the remote server,",2
3832,Retry,set to 0 to fail on the first retry of this type.,2
3833,Retry,param int read,2
3834,Retry,how many times to retry on read errors.,2
3835,Retry,"these errors are raised after the request was sent to the server, so the",2
3836,Retry,request may have side effects.,2
3837,Retry,set to 0 to fail on the first retry of this type.,2
3838,Retry,param int redirect,2
3839,Retry,how many redirects to perform.,2
3840,Retry,limit this to avoid infinite redirect,2
3841,Retry,loops.,2
3842,Retry,"a redirect is a http response with a status code 301, 302, 303, 307 or",2
3843,Retry,308,2
3844,Retry,set to 0 to fail on the first retry of this type.,2
3845,Retry,set to false to disable and imply raise on redirect false .,2
3846,Retry,param int status,2
3847,Retry,how many times to retry on bad status codes.,2
3848,Retry,"these are retries made on responses, where status code matches",2
3849,Retry,status forcelist .,2
3850,Retry,set to 0 to fail on the first retry of this type.,2
3851,Retry,param iterable method whitelist,2
3852,Retry,set of uppercased http method verbs that we should retry on.,2
3853,Retry,"by default, we only retry on methods which are considered to be",2
3854,Retry,idempotent multiple requests with the same parameters end with the,2
3855,Retry,same state .,2
3856,Retry,see attr retry^default method whitelist .,2
3857,Retry,set to a false value to retry on any verb.,2
3858,Retry,param iterable status forcelist,2
3859,Retry,a set of integer http status codes that we should force a retry on.,2
3860,Retry,a retry is initiated if the request method is in method whitelist,2
3862,Retry,"by default, this is disabled with none .",2
3863,Retry,param float backoff factor,2
3864,Retry,a backoff factor to apply between attempts after the second try,2
3865,Retry,most errors are resolved immediately by a second try without a,2
3866,Retry,delay .,2
3867,Retry,urllib3 will sleep for,2
3868,Retry,backoff factor 2 number of total retries 1,2
3869,Retry,seconds.,2
3870,Retry,"if the backoff factor is 01, then func ^sleep will sleep",2
3871,Retry,"for 00s, 02s, 04s, .",2
3872,Retry,between retries.,2
3873,Retry,it will never be longer,2
3874,Retry,than attr retry^backoff max .,2
3875,Retry,"by default, backoff is disabled set to 0 .",2
3876,Retry,"param bool raise on redirect whether, if the number of redirects is",2
3877,Retry,"exhausted, to raise a maxretryerror, or to return a response with a",2
3878,Retry,response code in the 3xx range.,2
3879,Retry,param bool raise on status similar meaning to raise on redirect,2
3880,Retry,"whether we should raise an exception, or return a response,",2
3881,Retry,if status falls in status forcelist range and retries have,2
3882,Retry,been exhausted.,2
3883,Retry,param tuple history the history of the request encountered during,2
3884,Retry,each call to meth retry^increment .,2
3885,Retry,the list is in the order,2
3886,Retry,the requests occurred.,2
3887,Retry,each list item is of class class requesthistory .,2
3888,Retry,param bool respect retry after header,2
3889,Retry,whether to respect retry after header on status codes defined as,2
3890,Retry,attr retry^retry after status codes or not.,2
3891,Retry,param iterable remove headers on redirect,2
3892,Retry,sequence of headers to remove from the request when a response,2
3893,Retry,indicating a redirect is returned before firing off the redirected,2
3894,Retry,request.,2
3388,Option,param show default controls if the default value should be shown on the,2
3389,Option,help page.,2
3390,Option,"normally, defaults are not shown.",2
3391,Option,if this,2
3392,Option,"value is a string, it shows the string instead of the",2
3393,Option,value.,2
3394,Option,this is particularly useful for dynamic options.,2
3395,Option,param show envvar controls if an environment variable should be shown on,2
3397,Option,"normally, environment variables",2
3398,Option,are not shown.,2
3399,Option,param prompt if set to true or a non empty string then the user will be,2
3400,Option,prompted for input.,2
3401,Option,if set to true the prompt will be the,2
3402,Option,option name capitalized.,2
3403,Option,param confirmation prompt if set then the value will need to be confirmed,2
3404,Option,if it was prompted for.,2
3406,Option,hidden from the user.,2
3407,Option,this is useful for password,2
3408,Option,input.,2
3409,Option,param is flag forces this option to act as a flag.,2
3410,Option,the default is,2
3411,Option,auto detection.,2
3412,Option,param flag value which value should be used for this flag if it s,2
3413,Option,enabled.,2
3414,Option,this is set to a boolean automatically if,2
3415,Option,the option string contains a slash to mark two options.,2
3416,Option,param multiple if this is set to true then the argument is accepted,2
3417,Option,multiple times and recorded.,2
3418,Option,this is similar to nargs,2
3419,Option,in how it works but supports arbitrary number of,2
3420,Option,arguments.,2
3421,Option,param count this flag makes an option increment an integer.,2
3422,Option,param allow from autoenv if this is enabled then the value of this,2
3423,Option,parameter will be pulled from an environment,2
3424,Option,variable in case a prefix is defined on the,2
3425,Option,context.,2
3426,Option,param help the help string.,2
3427,Option,param hidden hide this option from help outputs.,2
2435,CallBlock,call is called with,2
2436,CallBlock,the unnamed macro as caller argument this node holds.,2
4014,SkipTo,parameters,2
4015,SkipTo,expr target expression marking the end of the data to be skipped,2
4016,SkipTo,"include default false if true, the target expression is also parsed",2
4017,SkipTo,the skipped text and target expression are returned as a 2 element list .,2
4018,SkipTo,ignore default none used to define grammars typically quoted strings and,2
4019,SkipTo,comments that might contain false matches to the target expression,2
4020,SkipTo,failon default none define expressions that are not allowed to be,2
4021,SkipTo,"included in the skipped test if found before the target expression is found,",2
4022,SkipTo,the skipto is not a match,2
2504,Context_,modifications on attr parent must not,2
2505,Context_,happen and modifications on attr vars are allowed from generated,2
2506,Context_,template code only.,2
2507,Context_,template filters and global functions marked as,2
2508,Context_,func contextfunction s get the active context passed as first argument,2
2509,Context_,and are allowed to access the context read only.,2
2510,Context_,"the template context supports read only dict operations get ,",2
2511,Context_,"keys , values , items , iterkeys , itervalues , iteritems ,",2
2512,Context_,"getitem , contains .",2
2513,Context_,additionally there is a meth resolve,2
2514,Context_,method that doesn t fail with a keyerror but returns an,2
2515,Context_,class undefined object for missing variables.,2
3045,KeyType,"keys can be bare unquoted , or quoted using basic , or literal",2
3046,KeyType,quotes following the same escaping rules as single line stringtype.,2
2547,DataViewSequence,each entry is an instance of item class .,2
5652,TransformerEncoderLayer,args,2
5653,TransformerEncoderLayer,d model the number of expected features in the input required .,2
5654,TransformerEncoderLayer,nhead the number of heads in the multiheadattention models required .,2
5655,TransformerEncoderLayer,dim feedforward the dimension of the feedforward network model default 2048 .,2
5656,TransformerEncoderLayer,dropout the dropout value default 01 .,2
5657,TransformerEncoderLayer,"activation the activation function of intermediate layer, relu or gelu default relu .",2
4644,BuildType,arguments,2
4645,BuildType,cmake build type env str the value of os^environ cmake build type .,2
5684,Unfold,and math represent arbitrary spatial dimensions.,2
4671,ConstantPad3d,args,2
4672,ConstantPad3d,"padding int, tuple the size of the padding.",2
4673,ConstantPad3d,"if is int , uses the same",2
4674,ConstantPad3d,padding in all boundaries.,2
4675,ConstantPad3d,"if a 6 tuple , uses",2
4676,ConstantPad3d,"math text padding left , math text padding right ,",2
4677,ConstantPad3d,"math text padding top , math text padding bottom ,",2
5701,Unfold,"the attr padding , attr stride and attr dilation arguments specify",2
4678,ConstantPad3d,"math text padding front , math text padding back",2
5702,Unfold,how the sliding blocks are retrieved.,2
5703,Unfold,attr stride controls the stride for the sliding blocks.,2
5704,Unfold,attr padding controls the amount of implicit zero paddings on both,2
5705,Unfold,sides for attr padding number of points for each dimension before,2
5706,Unfold,reshaping.,2
5707,Unfold,attr dilation controls the spacing between the kernel points also known as the trous algorithm.,2
5708,Unfold,"it is harder to describe, but this link has a nice visualization of what attr dilation does.",2
5709,Unfold,args,2
5710,Unfold,kernel size int or tuple the size of the sliding blocks,2
5711,Unfold,"stride int or tuple, optional the stride of the sliding blocks in the input",2
5712,Unfold,spatial dimensions.,2
5713,Unfold,default 1,2
5714,Unfold,"padding int or tuple, optional implicit zero padding to be added on",2
5715,Unfold,both sides of input.,2
5716,Unfold,default 0,2
5717,Unfold,"dilation int or tuple, optional a parameter that controls the",2
5718,Unfold,stride of elements within the,2
5719,Unfold,neighborhood.,2
5720,Unfold,default 1,2
5721,Unfold,"if attr kernel size , attr dilation , attr padding or",2
5722,Unfold,"attr stride is an int or a tuple of length 1, their values will be",2
5724,Unfold,for the case of two input spatial dimensions this operation is sometimes,2
5725,Unfold,called im2col .,2
5224,FisherSnedecor,args,2
5225,FisherSnedecor,df1 float or tensor degrees of freedom parameter 1,2
5226,FisherSnedecor,df2 float or tensor degrees of freedom parameter 2,2
4717,Conv3d,attr stride controls the stride for the cross correlation.,2
4718,Conv3d,attr padding controls the amount of implicit zero paddings on both,2
4719,Conv3d,sides for attr padding number of points for each dimension.,2
4720,Conv3d,attr dilation controls the spacing between the kernel points also known as the trous algorithm.,2
4721,Conv3d,"it is harder to describe, but this link has a nice visualization of what attr dilation does.",2
4722,Conv3d,attr groups controls the connections between inputs and outputs.,2
4723,Conv3d,attr in channels and attr out channels must both be divisible by,2
4724,Conv3d,attr groups .,2
4214,Adadelta,arguments,2
4215,Adadelta,params iterable iterable of parameters to optimize or dicts defining,2
4216,Adadelta,parameter groups,2
4217,Adadelta,"rho float, optional coefficient used for computing a running average",2
4218,Adadelta,of squared gradients default 09,2
4219,Adadelta,"eps float, optional term added to the denominator to improve",2
4220,Adadelta,numerical stability default 1e 6,2
4221,Adadelta,"lr float, optional coefficient that scale delta before it is applied",2
4222,Adadelta,to the parameters default 10,2
4734,Conv3d,"the parameters attr kernel size , attr stride , attr padding , attr dilation can either be",2
4223,Adadelta,"weight decay float, optional weight decay l2 penalty default 0",2
4735,Conv3d,"a single int in which case the same value is used for the depth, height and width dimension",2
4736,Conv3d,"a tuple of three ints in which case, the first int is used for the depth dimension,",2
4737,Conv3d,the second int for the height dimension and the third int for the width dimension,2
5257,LBFGS,arguments,2
5258,LBFGS,lr float learning rate default 1,2
5259,LBFGS,max iter int maximal number of iterations per optimization step,2
5260,LBFGS,default 20,2
5261,LBFGS,max eval int maximal number of function evaluations per optimization,2
5262,LBFGS,step default max iter 125 .,2
4239,Adam,arguments,2
5263,LBFGS,tolerance grad float termination tolerance on first order optimality,2
4240,Adam,params iterable iterable of parameters to optimize or dicts defining,2
4752,Conv3d,args,2
5264,LBFGS,default 1e 5 .,2
4241,Adam,parameter groups,2
4753,Conv3d,in channels int number of channels in the input image,2
5265,LBFGS,tolerance change float termination tolerance on function,2
4242,Adam,"lr float, optional learning rate default 1e 3",2
4754,Conv3d,out channels int number of channels produced by the convolution,2
5266,LBFGS,value parameter changes default 1e 9 .,2
4243,Adam,"betas tuple float, float , optional coefficients used for computing",2
4755,Conv3d,kernel size int or tuple size of the convolving kernel,2
5267,LBFGS,history size int update history size default 100 .,2
4244,Adam,"running averages of gradient and its square default 09, 0999",2
4756,Conv3d,"stride int or tuple, optional stride of the convolution.",2
5268,LBFGS,line search fn str either strong wolfe or none default none .,2
4245,Adam,"eps float, optional term added to the denominator to improve",2
4757,Conv3d,default 1,2
4246,Adam,numerical stability default 1e 8,2
4758,Conv3d,"padding int or tuple, optional zero padding added to all three sides of the input.",2
4247,Adam,"weight decay float, optional weight decay l2 penalty default 0",2
4759,Conv3d,default 0,2
4248,Adam,"amsgrad boolean, optional whether to use the amsgrad variant of this",2
4760,Conv3d,"padding mode string, optional .",2
4249,Adam,algorithm from the paper on the convergence of adam and beyond,2
4761,Conv3d,accepted values zeros and circular default zeros,2
4250,Adam,default false,2
4762,Conv3d,"dilation int or tuple, optional spacing between kernel elements.",2
4763,Conv3d,default 1,2
4764,Conv3d,"groups int, optional number of blocked connections from input channels to output channels.",2
4765,Conv3d,default 1,2
4766,Conv3d,"bias bool, optional if true , adds a learnable bias to the output.",2
4767,Conv3d,default true,2
4275,Adamax,arguments,2
4276,Adamax,params iterable iterable of parameters to optimize or dicts defining,2
4277,Adamax,parameter groups,2
4278,Adamax,"lr float, optional learning rate default 2e 3",2
4279,Adamax,"betas tuple float, float , optional coefficients used for computing",2
4280,Adamax,running averages of gradient and its square,2
4281,Adamax,"eps float, optional term added to the denominator to improve",2
4282,Adamax,numerical stability default 1e 8,2
4283,Adamax,"weight decay float, optional weight decay l2 penalty default 0",2
4299,AdaptiveMaxPool3d,args,2
4300,AdaptiveMaxPool3d,output size the target output size of the image of the form d x h x w.,2
4301,AdaptiveMaxPool3d,"can be a tuple d, h, w or a single d for a cube d x d x d.",2
4302,AdaptiveMaxPool3d,"d, h and w can be either a int , or none which means the size will",2
4303,AdaptiveMaxPool3d,be the same as that of the input.,2
4304,AdaptiveMaxPool3d,"return indices if true , will return the indices along with the outputs.",2
4305,AdaptiveMaxPool3d,useful to pass to nn^maxunpool3d.,2
4306,AdaptiveMaxPool3d,default false,2
5336,MultiLabelMarginLoss,args,2
5337,MultiLabelMarginLoss,"size average bool, optional deprecated see attr reduction .",2
5338,MultiLabelMarginLoss,"by default,",2
5339,MultiLabelMarginLoss,the losses are averaged over each loss element in the batch.,2
5340,MultiLabelMarginLoss,note that for,2
5341,MultiLabelMarginLoss,"some losses, there are multiple elements per sample.",2
5342,MultiLabelMarginLoss,if the field attr size average,2
5343,MultiLabelMarginLoss,"is set to false , the losses are instead summed for each minibatch.",2
5344,MultiLabelMarginLoss,ignored,2
5345,MultiLabelMarginLoss,when reduce is false .,2
5346,MultiLabelMarginLoss,default true,2
5347,MultiLabelMarginLoss,"reduce bool, optional deprecated see attr reduction .",2
5349,MultiLabelMarginLoss,losses are averaged or summed over observations for each minibatch depending,2
5350,MultiLabelMarginLoss,on attr size average .,2
5351,MultiLabelMarginLoss,"when attr reduce is false , returns a loss per",2
5352,MultiLabelMarginLoss,batch element instead and ignores attr size average .,2
5353,MultiLabelMarginLoss,default true,2
5354,MultiLabelMarginLoss,"reduction string, optional specifies the reduction to apply to the output",2
5355,MultiLabelMarginLoss,none mean sum .,2
5356,MultiLabelMarginLoss,"none no reduction will be applied,",2
5357,MultiLabelMarginLoss,mean the sum of the output will be divided by the number of,2
5358,MultiLabelMarginLoss,"elements in the output, sum the output will be summed.",2
5359,MultiLabelMarginLoss,note attr size average,2
5360,MultiLabelMarginLoss,"and attr reduce are in the process of being deprecated, and in the meantime,",2
5362,MultiLabelMarginLoss,default mean,2
4374,BatchNorm1d,args,2
4375,BatchNorm1d,num features math c from an expected input of size,2
4376,BatchNorm1d,"math n, c, l or math l from input of size math n, l",2
4377,BatchNorm1d,eps a value added to the denominator for numerical stability.,2
4378,BatchNorm1d,default 1e 5,2
4379,BatchNorm1d,momentum the value used for the running mean and running var,2
4380,BatchNorm1d,computation.,2
4381,BatchNorm1d,can be set to none for cumulative moving average,2
4893,CyclicLR,triangular a basic triangular cycle without amplitude scaling.,2
4382,BatchNorm1d,ie simple average .,2
4894,CyclicLR,triangular2 a basic triangular cycle that scales initial amplitude by half each cycle.,2
4383,BatchNorm1d,default 01,2
4895,CyclicLR,exp range a cycle that scales initial amplitude by math text gamma ^ text cycle iterations,2
4384,BatchNorm1d,"affine a boolean value that when set to true , this module has",2
4896,CyclicLR,at each cycle iteration.,2
4385,BatchNorm1d,learnable affine parameters.,2
4386,BatchNorm1d,default true,2
4387,BatchNorm1d,"track running stats a boolean value that when set to true , this",2
4388,BatchNorm1d,"module tracks the running mean and variance, and when set to false ,",2
4389,BatchNorm1d,this module does not track such statistics and always uses batch,2
4390,BatchNorm1d,statistics in both training and eval modes.,2
4391,BatchNorm1d,default true,2
5449,OneHotCategorical,args,2
5450,OneHotCategorical,probs tensor event probabilities,2
5451,OneHotCategorical,logits tensor event log probabilities,2
5472,Poisson,args,2
5473,Poisson,"rate number, tensor the rate parameter",2
4472,BCEWithLogitsLoss,"default mean , then",2
5510,SGD,args,2
5511,SGD,params iterable iterable of parameters to optimize or dicts defining,2
5512,SGD,parameter groups,2
5513,SGD,lr float learning rate,2
5514,SGD,"momentum float, optional momentum factor default 0",2
5515,SGD,"weight decay float, optional weight decay l2 penalty default 0",2
5516,SGD,"dampening float, optional dampening for momentum default 0",2
5517,SGD,"nesterov bool, optional enables nesterov momentum default false",2
4503,BCEWithLogitsLoss,args,2
4504,BCEWithLogitsLoss,"weight tensor, optional a manual rescaling weight given to the loss",2
4505,BCEWithLogitsLoss,of each batch element.,2
4506,BCEWithLogitsLoss,"if given, has to be a tensor of size nbatch .",2
4507,BCEWithLogitsLoss,"size average bool, optional deprecated see attr reduction .",2
4508,BCEWithLogitsLoss,"by default,",2
4509,BCEWithLogitsLoss,the losses are averaged over each loss element in the batch.,2
4510,BCEWithLogitsLoss,note that for,2
4511,BCEWithLogitsLoss,"some losses, there are multiple elements per sample.",2
4512,BCEWithLogitsLoss,if the field attr size average,2
4513,BCEWithLogitsLoss,"is set to false , the losses are instead summed for each minibatch.",2
4514,BCEWithLogitsLoss,ignored,2
4515,BCEWithLogitsLoss,when reduce is false .,2
4516,BCEWithLogitsLoss,default true,2
4517,BCEWithLogitsLoss,"reduce bool, optional deprecated see attr reduction .",2
4519,BCEWithLogitsLoss,losses are averaged or summed over observations for each minibatch depending,2
4520,BCEWithLogitsLoss,on attr size average .,2
4521,BCEWithLogitsLoss,"when attr reduce is false , returns a loss per",2
4522,BCEWithLogitsLoss,batch element instead and ignores attr size average .,2
4523,BCEWithLogitsLoss,default true,2
4524,BCEWithLogitsLoss,"reduction string, optional specifies the reduction to apply to the output",2
4525,BCEWithLogitsLoss,none mean sum .,2
4526,BCEWithLogitsLoss,"none no reduction will be applied,",2
4527,BCEWithLogitsLoss,mean the sum of the output will be divided by the number of,2
4528,BCEWithLogitsLoss,"elements in the output, sum the output will be summed.",2
4529,BCEWithLogitsLoss,note attr size average,2
4530,BCEWithLogitsLoss,"and attr reduce are in the process of being deprecated, and in the meantime,",2
4532,BCEWithLogitsLoss,default mean,2
4533,BCEWithLogitsLoss,"pos weight tensor, optional a weight of positive examples.",2
4534,BCEWithLogitsLoss,must be a vector with length equal to the number of classes.,2
4535,BCEWithLogitsLoss,shape,2
4536,BCEWithLogitsLoss,"input math n, where math means, any number of additional dimensions",2
4538,BCEWithLogitsLoss,output scalar.,2
4539,BCEWithLogitsLoss,"if attr reduction is none , then math n, , same",2
5578,Subset,arguments,2
5579,Subset,dataset dataset the whole dataset,2
5068,EmbeddingBag,args,2
5580,Subset,indices sequence indices in the whole set selected for subset,2
5069,EmbeddingBag,num embeddings int size of the dictionary of embeddings,2
5070,EmbeddingBag,embedding dim int the size of each embedding vector,2
5071,EmbeddingBag,"max norm float, optional if given, each embedding vector with norm larger than attr max norm",2
5072,EmbeddingBag,is renormalized to have norm attr max norm .,2
5073,EmbeddingBag,"norm type float, optional the p of the p norm to compute for the attr max norm option.",2
5074,EmbeddingBag,default 2 .,2
5075,EmbeddingBag,"scale grad by freq boolean, optional if given, this will scale gradients by the inverse of frequency of",2
5076,EmbeddingBag,the words in the mini batch.,2
5077,EmbeddingBag,default false .,2
5079,EmbeddingBag,"mode string, optional sum , mean or max .",2
5080,EmbeddingBag,specifies the way to reduce the bag.,2
5081,EmbeddingBag,"sum computes the weighted sum, taking attr per sample weights",2
5082,EmbeddingBag,into consideration.,2
5083,EmbeddingBag,mean computes the average of the values,2
5084,EmbeddingBag,"in the bag, max computes the max value over each bag.",2
5085,EmbeddingBag,default mean,2
5086,EmbeddingBag,"sparse bool, optional if true , gradient w^r.t. attr weight matrix will be a sparse tensor.",2
5087,EmbeddingBag,see,2
5088,EmbeddingBag,notes for more details regarding sparse gradients.,2
5089,EmbeddingBag,note this option is not,2
5090,EmbeddingBag,supported when mode max .,2
896,XFrameOptionsMiddleware,response can only be loaded on a frame within the same site.,0
897,XFrameOptionsMiddleware,to prevent the,0
898,XFrameOptionsMiddleware,"response from being loaded in a frame in any site, set x frame options in",0
387,Individual,"it won t be registered with the admin, so the",0
899,XFrameOptionsMiddleware,your project s django settings to deny .,0
388,Individual,corresponding raw id widget won t have a magnifying glass link to select,0
389,Individual,related instances rendering will be called programmatically in this case .,0
11,Archive,the external api class that encapsulates an archive implementation.,0
270,Client,this is not intended as a replacement for twill selenium or,0
271,Client,the like it is here to allow testing against the,0
272,Client,"contexts and templates produced by a view, rather than the",0
400,IntFromGeom,"argument is a geometry, return type is an integer.",0
273,Client,html rendered to the end user.,0
789,SpatialRefSysMixin,the spatialrefsysmixin is a class used by the database dependent,0
790,SpatialRefSysMixin,spatialrefsys objects to reduce redundant code.,0
301,CryptPasswordHasher,the crypt module is not supported on all platforms.,0
575,MigrationQuestioner,"this base class has a built in noninteractive mode, but the",0
576,MigrationQuestioner,interactive subclass is what the command line arguments will use.,0
70,AutoFieldMeta,"when these issues have been addressed, this metaclass could be used to",0
71,AutoFieldMeta,deprecate inheritance from autofield and use of isinstance with autofield,0
72,AutoFieldMeta,for detecting automatically generated fields.,0
201,BaseDatabaseSchemaEditor,this class and its subclasses are responsible for emitting schema changing,0
202,BaseDatabaseSchemaEditor,"statements to the databases model creation removal alteration, field",0
203,BaseDatabaseSchemaEditor,"renaming, index fiddling, and so on.",0
846,TestUtils,this doc output is required for testing.,0
593,MultiPartParser,multivaluedict^parse reads the input stream in chunk size chunks,0
594,MultiPartParser,"and returns a tuple of multivaluedict post , multivaluedict files .",0
213,BaseUpdateView,using this base class requires subclassing to provide a response mixin.,0
90,BaseCommand,use this class if you want access to all of the mechanisms which,0
91,BaseCommand,parse the command line arguments and work out what code to call in,0
92,BaseCommand,"response if you don t need to change any of that behavior,",0
93,BaseCommand,consider using one of the subclasses defined in this file.,0
611,MultiValueDict,"this class exists to solve the irritating problem raised by cgi^parse qs,",0
612,MultiValueDict,"which returns a list for every key, even though most web forms submit",0
228,BoundWidget,this is useful for,0
613,MultiValueDict,single name value pairs.,0
229,BoundWidget,widgets that have choices.,0
361,FootNote,model added for ticket 19838,0
116,BaseCommand,"thus, the handle method is typically the starting point for",0
117,BaseCommand,subclasses many built in commands and command types either place,0
118,BaseCommand,"all of their logic in handle , or perform some additional",0
119,BaseCommand,parsing work in handle and then delegate from it to more,0
120,BaseCommand,specialized methods as needed.,0
505,MigrationGraph,"each migration is a node, and each dependency is an edge.",0
506,MigrationGraph,there are,0
507,MigrationGraph,no implicit dependencies between numbered migrations the numbering is,0
508,MigrationGraph,merely a convention to aid file listing.,0
893,XFrameOptionsMiddleware,do not set the header if it s already set or if the response contains,0
894,XFrameOptionsMiddleware,a xframe options exempt value set to true.,0
895,XFrameOptionsMiddleware,"by default, set the x frame options header to sameorigin , meaning the",0
1106,Magics,"this can make some functions easier to type, eg%cd .",0
1059,GeoJSON,not an already serialized json string.,0
1107,Magics,.,0
1060,GeoJSON,"scalar types none, number, string are not allowed, only dict containers.",0
1108,Magics,vs. %cd .,0
1109,Magics,.,0
1175,UserMagics,"all magics are eventually merged into a single namespace at runtime, but we",0
1176,UserMagics,use this class to isolate the magics defined dynamically by the user into,0
1097,LazyEvaluate,this is used for formatting strings with values that need to be updated,0
1177,UserMagics,their own class.,0
1098,LazyEvaluate,"at that time, such as the current time or working directory.",0
1102,Magics,shell functions which can be reached as %function name.,0
1425,ConfigureMailboxes,"if not account is specified, the mailbox is only assigned an id for use",0
1426,ConfigureMailboxes,in the metadata index.,0
1427,ConfigureMailboxes,"if an account is specified, the mailbox will be assigned to that account",0
1428,ConfigureMailboxes,and configured for automatic indexing.,0
1286,ConfigDict,"if the default value is an empty list, it is assumed to be a list of",0
1287,ConfigDict,values of the type specified.,0
1664,CategoricalDtype,see ref categorical^categoricaldtype,0
1665,CategoricalDtype,for more.,0
1985,PlotAccessor,uses the backend specified by the,0
1986,PlotAccessor,option plotting^backend .,0
1987,PlotAccessor,"by default, matplotlib is used.",0
2054,PlotAccessor,from 0 left bottom end to 1 right top end .,0
2055,PlotAccessor,default is 05,0
2056,PlotAccessor,center .,0
2323,StringMethods,nas stay na unless,0
2324,StringMethods,handled otherwise by a particular method.,0
2325,StringMethods,patterned after python s string,0
2326,StringMethods,"methods, with some inspiration from r s stringr package.",0
1879,IntegerArray,we represent an integerarray with 2 numpy arrays,0
1880,IntegerArray,data contains a numpy integer array of the appropriate dtype,0
1561,Base,input data,0
1881,IntegerArray,"mask a boolean array holding a mask on the data, true is missing",0
1562,Base,"to be supplied in breaks format, then converted by the subclass method",0
1882,IntegerArray,"to construct an integerarray from generic array like input, use",0
1563,Base,get kwargs from breaks to the expected format.,0
1883,IntegerArray,func pandas^array with one of the integer dtypes see examples .,0
1757,CategoricalIndex,notes,0
1758,CategoricalIndex,see the user guide,0
1759,CategoricalIndex,http pandas^pydata.org pandas docs stable user guide advanced^html#categoricalindex,0
2271,StringArray,notes,0
1760,CategoricalIndex,for more.,0
2272,StringArray,stringarray returns a booleanarray for comparison methods.,0
2086,PlotAccessor,notes,0
2087,PlotAccessor,see matplotlib documentation online for more on this subject,0
1959,IntervalDtype,"this is not an actual numpy dtype , but a duck type.",0
2088,PlotAccessor,"if kind bar or barh , you can specify relative alignments",0
2089,PlotAccessor,for bar plot layout by position keyword.,0
2090,PlotAccessor,from 0 left bottom end to 1 right top end .,0
2091,PlotAccessor,default is 05,0
2092,PlotAccessor,center,0
2224,SetopCheck,this is called to decorate the set operations of intervalindex,0
2225,SetopCheck,to perform the type check in advance.,0
2231,SQLiteTable,instead of a table variable just use the create table statement.,0
1847,ExcelFile,uses xlrd.,0
1848,ExcelFile,see read excel for more documentation,0
1661,CategoricalDtype,notes,0
1662,CategoricalDtype,this class is useful for specifying the type of a categorical,0
1663,CategoricalDtype,independent of the values.,0
2434,CallBlock,like a macro without a name but a call instead.,0
3079,Markup,"markup hello, em world em !",0
3080,Markup,"markup hello, em world em !",0
3081,Markup,markup 42,0
3082,Markup,markup 42,0
3083,Markup,"markup^escape hello, em world em !",0
3084,Markup,markup hello &lt em&gt world&lt em&gt !,0
2956,HebrewProber,the hebrewprober is not using any language model.,0
3085,Markup,this implements the html interface that some frameworks,0
2445,CaseInsensitiveDict,all keys are expected to be strings.,0
3086,Markup,use.,0
2446,CaseInsensitiveDict,the structure remembers the,0
3087,Markup,passing an object that implements html will wrap the,0
2447,CaseInsensitiveDict,"case of the last key to be set, and iter instance ,",0
3088,Markup,"output of that method, marking it safe.",0
2448,CaseInsensitiveDict,"keys , items , iterkeys , and iteritems",0
2960,HebrewProber,"disjointed from the model probers, the results of the hebrewprober",0
3089,Markup,class foo,0
