comment_sentence_id,class,comment_sentence,category
4505,BCEWithLogitsLoss,of each batch element.,Parameters
4506,BCEWithLogitsLoss,"if given, has to be a tensor of size nbatch .",Parameters
4507,BCEWithLogitsLoss,"size average bool, optional deprecated see attr reduction .",Parameters
4508,BCEWithLogitsLoss,"by default,",Parameters
4509,BCEWithLogitsLoss,the losses are averaged over each loss element in the batch.,Parameters
4510,BCEWithLogitsLoss,note that for,Parameters
4511,BCEWithLogitsLoss,"some losses, there are multiple elements per sample.",Parameters
4512,BCEWithLogitsLoss,if the field attr size average,Parameters
4513,BCEWithLogitsLoss,"is set to false , the losses are instead summed for each minibatch.",Parameters
4514,BCEWithLogitsLoss,ignored,Parameters
4515,BCEWithLogitsLoss,when reduce is false .,Parameters
4516,BCEWithLogitsLoss,default true,Parameters
4517,BCEWithLogitsLoss,"reduce bool, optional deprecated see attr reduction .",Parameters
4519,BCEWithLogitsLoss,losses are averaged or summed over observations for each minibatch depending,Parameters
4520,BCEWithLogitsLoss,on attr size average .,Parameters
4521,BCEWithLogitsLoss,"when attr reduce is false , returns a loss per",Parameters
4522,BCEWithLogitsLoss,batch element instead and ignores attr size average .,Parameters
4523,BCEWithLogitsLoss,default true,Parameters
4524,BCEWithLogitsLoss,"reduction string, optional specifies the reduction to apply to the output",Parameters
4525,BCEWithLogitsLoss,none mean sum .,Parameters
4526,BCEWithLogitsLoss,"none no reduction will be applied,",Parameters
4527,BCEWithLogitsLoss,mean the sum of the output will be divided by the number of,Parameters
4528,BCEWithLogitsLoss,"elements in the output, sum the output will be summed.",Parameters
4529,BCEWithLogitsLoss,note attr size average,Parameters
4530,BCEWithLogitsLoss,"and attr reduce are in the process of being deprecated, and in the meantime,",Parameters
4532,BCEWithLogitsLoss,default mean,Parameters
4533,BCEWithLogitsLoss,"pos weight tensor, optional a weight of positive examples.",Parameters
4534,BCEWithLogitsLoss,must be a vector with length equal to the number of classes.,Parameters
4535,BCEWithLogitsLoss,shape,Parameters
4536,BCEWithLogitsLoss,"input math n, where math means, any number of additional dimensions",Parameters
4538,BCEWithLogitsLoss,output scalar.,Parameters
4539,BCEWithLogitsLoss,"if attr reduction is none , then math n, , same",Parameters
5578,Subset,arguments,Parameters
5579,Subset,dataset dataset the whole dataset,Parameters
5068,EmbeddingBag,args,Parameters
5580,Subset,indices sequence indices in the whole set selected for subset,Parameters
5069,EmbeddingBag,num embeddings int size of the dictionary of embeddings,Parameters
5070,EmbeddingBag,embedding dim int the size of each embedding vector,Parameters
5071,EmbeddingBag,"max norm float, optional if given, each embedding vector with norm larger than attr max norm",Parameters
5072,EmbeddingBag,is renormalized to have norm attr max norm .,Parameters
5073,EmbeddingBag,"norm type float, optional the p of the p norm to compute for the attr max norm option.",Parameters
5074,EmbeddingBag,default 2 .,Parameters
5075,EmbeddingBag,"scale grad by freq boolean, optional if given, this will scale gradients by the inverse of frequency of",Parameters
5076,EmbeddingBag,the words in the mini batch.,Parameters
5077,EmbeddingBag,default false .,Parameters
5079,EmbeddingBag,"mode string, optional sum , mean or max .",Parameters
5080,EmbeddingBag,specifies the way to reduce the bag.,Parameters
5081,EmbeddingBag,"sum computes the weighted sum, taking attr per sample weights",Parameters
5082,EmbeddingBag,into consideration.,Parameters
5083,EmbeddingBag,mean computes the average of the values,Parameters
5084,EmbeddingBag,"in the bag, max computes the max value over each bag.",Parameters
5085,EmbeddingBag,default mean,Parameters
5086,EmbeddingBag,"sparse bool, optional if true , gradient w^r.t. attr weight matrix will be a sparse tensor.",Parameters
5087,EmbeddingBag,see,Parameters
5088,EmbeddingBag,notes for more details regarding sparse gradients.,Parameters
5089,EmbeddingBag,note this option is not,Parameters
5090,EmbeddingBag,supported when mode max .,Parameters
896,XFrameOptionsMiddleware,response can only be loaded on a frame within the same site.,DevelopmentNotes
897,XFrameOptionsMiddleware,to prevent the,DevelopmentNotes
898,XFrameOptionsMiddleware,"response from being loaded in a frame in any site, set x frame options in",DevelopmentNotes
387,Individual,"it won t be registered with the admin, so the",DevelopmentNotes
899,XFrameOptionsMiddleware,your project s django settings to deny .,DevelopmentNotes
388,Individual,corresponding raw id widget won t have a magnifying glass link to select,DevelopmentNotes
389,Individual,related instances rendering will be called programmatically in this case .,DevelopmentNotes
11,Archive,the external api class that encapsulates an archive implementation.,DevelopmentNotes
270,Client,this is not intended as a replacement for twill selenium or,DevelopmentNotes
271,Client,the like it is here to allow testing against the,DevelopmentNotes
272,Client,"contexts and templates produced by a view, rather than the",DevelopmentNotes
400,IntFromGeom,"argument is a geometry, return type is an integer.",DevelopmentNotes
273,Client,html rendered to the end user.,DevelopmentNotes
789,SpatialRefSysMixin,the spatialrefsysmixin is a class used by the database dependent,DevelopmentNotes
790,SpatialRefSysMixin,spatialrefsys objects to reduce redundant code.,DevelopmentNotes
301,CryptPasswordHasher,the crypt module is not supported on all platforms.,DevelopmentNotes
575,MigrationQuestioner,"this base class has a built in noninteractive mode, but the",DevelopmentNotes
576,MigrationQuestioner,interactive subclass is what the command line arguments will use.,DevelopmentNotes
70,AutoFieldMeta,"when these issues have been addressed, this metaclass could be used to",DevelopmentNotes
71,AutoFieldMeta,deprecate inheritance from autofield and use of isinstance with autofield,DevelopmentNotes
72,AutoFieldMeta,for detecting automatically generated fields.,DevelopmentNotes
201,BaseDatabaseSchemaEditor,this class and its subclasses are responsible for emitting schema changing,DevelopmentNotes
202,BaseDatabaseSchemaEditor,"statements to the databases model creation removal alteration, field",DevelopmentNotes
203,BaseDatabaseSchemaEditor,"renaming, index fiddling, and so on.",DevelopmentNotes
846,TestUtils,this doc output is required for testing.,DevelopmentNotes
593,MultiPartParser,multivaluedict^parse reads the input stream in chunk size chunks,DevelopmentNotes
594,MultiPartParser,"and returns a tuple of multivaluedict post , multivaluedict files .",DevelopmentNotes
213,BaseUpdateView,using this base class requires subclassing to provide a response mixin.,DevelopmentNotes
90,BaseCommand,use this class if you want access to all of the mechanisms which,DevelopmentNotes
91,BaseCommand,parse the command line arguments and work out what code to call in,DevelopmentNotes
92,BaseCommand,"response if you don t need to change any of that behavior,",DevelopmentNotes
93,BaseCommand,consider using one of the subclasses defined in this file.,DevelopmentNotes
611,MultiValueDict,"this class exists to solve the irritating problem raised by cgi^parse qs,",DevelopmentNotes
612,MultiValueDict,"which returns a list for every key, even though most web forms submit",DevelopmentNotes
228,BoundWidget,this is useful for,DevelopmentNotes
613,MultiValueDict,single name value pairs.,DevelopmentNotes
229,BoundWidget,widgets that have choices.,DevelopmentNotes
361,FootNote,model added for ticket 19838,DevelopmentNotes
116,BaseCommand,"thus, the handle method is typically the starting point for",DevelopmentNotes
117,BaseCommand,subclasses many built in commands and command types either place,DevelopmentNotes
118,BaseCommand,"all of their logic in handle , or perform some additional",DevelopmentNotes
119,BaseCommand,parsing work in handle and then delegate from it to more,DevelopmentNotes
120,BaseCommand,specialized methods as needed.,DevelopmentNotes
505,MigrationGraph,"each migration is a node, and each dependency is an edge.",DevelopmentNotes
506,MigrationGraph,there are,DevelopmentNotes
507,MigrationGraph,no implicit dependencies between numbered migrations the numbering is,DevelopmentNotes
508,MigrationGraph,merely a convention to aid file listing.,DevelopmentNotes
893,XFrameOptionsMiddleware,do not set the header if it s already set or if the response contains,DevelopmentNotes
894,XFrameOptionsMiddleware,a xframe options exempt value set to true.,DevelopmentNotes
895,XFrameOptionsMiddleware,"by default, set the x frame options header to sameorigin , meaning the",DevelopmentNotes
1106,Magics,"this can make some functions easier to type, eg%cd .",DevelopmentNotes
1059,GeoJSON,not an already serialized json string.,DevelopmentNotes
1107,Magics,.,DevelopmentNotes
1060,GeoJSON,"scalar types none, number, string are not allowed, only dict containers.",DevelopmentNotes
1108,Magics,vs. %cd .,DevelopmentNotes
1109,Magics,.,DevelopmentNotes
1175,UserMagics,"all magics are eventually merged into a single namespace at runtime, but we",DevelopmentNotes
1176,UserMagics,use this class to isolate the magics defined dynamically by the user into,DevelopmentNotes
1097,LazyEvaluate,this is used for formatting strings with values that need to be updated,DevelopmentNotes
1177,UserMagics,their own class.,DevelopmentNotes
1098,LazyEvaluate,"at that time, such as the current time or working directory.",DevelopmentNotes
1102,Magics,shell functions which can be reached as %function name.,DevelopmentNotes
1425,ConfigureMailboxes,"if not account is specified, the mailbox is only assigned an id for use",DevelopmentNotes
1426,ConfigureMailboxes,in the metadata index.,DevelopmentNotes
1427,ConfigureMailboxes,"if an account is specified, the mailbox will be assigned to that account",DevelopmentNotes
1428,ConfigureMailboxes,and configured for automatic indexing.,DevelopmentNotes
1286,ConfigDict,"if the default value is an empty list, it is assumed to be a list of",DevelopmentNotes
1287,ConfigDict,values of the type specified.,DevelopmentNotes
1664,CategoricalDtype,see ref categorical^categoricaldtype,DevelopmentNotes
1665,CategoricalDtype,for more.,DevelopmentNotes
1985,PlotAccessor,uses the backend specified by the,DevelopmentNotes
1986,PlotAccessor,option plotting^backend .,DevelopmentNotes
1987,PlotAccessor,"by default, matplotlib is used.",DevelopmentNotes
2054,PlotAccessor,from 0 left bottom end to 1 right top end .,DevelopmentNotes
2055,PlotAccessor,default is 05,DevelopmentNotes
2056,PlotAccessor,center .,DevelopmentNotes
2323,StringMethods,nas stay na unless,DevelopmentNotes
2324,StringMethods,handled otherwise by a particular method.,DevelopmentNotes
2325,StringMethods,patterned after python s string,DevelopmentNotes
2326,StringMethods,"methods, with some inspiration from r s stringr package.",DevelopmentNotes
1879,IntegerArray,we represent an integerarray with 2 numpy arrays,DevelopmentNotes
1880,IntegerArray,data contains a numpy integer array of the appropriate dtype,DevelopmentNotes
1561,Base,input data,DevelopmentNotes
1881,IntegerArray,"mask a boolean array holding a mask on the data, true is missing",DevelopmentNotes
1562,Base,"to be supplied in breaks format, then converted by the subclass method",DevelopmentNotes
1882,IntegerArray,"to construct an integerarray from generic array like input, use",DevelopmentNotes
1563,Base,get kwargs from breaks to the expected format.,DevelopmentNotes
1883,IntegerArray,func pandas^array with one of the integer dtypes see examples .,DevelopmentNotes
1757,CategoricalIndex,notes,DevelopmentNotes
1758,CategoricalIndex,see the user guide,DevelopmentNotes
1759,CategoricalIndex,http pandas^pydata.org pandas docs stable user guide advanced^html#categoricalindex,DevelopmentNotes
2271,StringArray,notes,DevelopmentNotes
1760,CategoricalIndex,for more.,DevelopmentNotes
2272,StringArray,stringarray returns a booleanarray for comparison methods.,DevelopmentNotes
2086,PlotAccessor,notes,DevelopmentNotes
2087,PlotAccessor,see matplotlib documentation online for more on this subject,DevelopmentNotes
1959,IntervalDtype,"this is not an actual numpy dtype , but a duck type.",DevelopmentNotes
2088,PlotAccessor,"if kind bar or barh , you can specify relative alignments",DevelopmentNotes
2089,PlotAccessor,for bar plot layout by position keyword.,DevelopmentNotes
2090,PlotAccessor,from 0 left bottom end to 1 right top end .,DevelopmentNotes
2091,PlotAccessor,default is 05,DevelopmentNotes
2092,PlotAccessor,center,DevelopmentNotes
2224,SetopCheck,this is called to decorate the set operations of intervalindex,DevelopmentNotes
2225,SetopCheck,to perform the type check in advance.,DevelopmentNotes
2231,SQLiteTable,instead of a table variable just use the create table statement.,DevelopmentNotes
1847,ExcelFile,uses xlrd.,DevelopmentNotes
1848,ExcelFile,see read excel for more documentation,DevelopmentNotes
1661,CategoricalDtype,notes,DevelopmentNotes
1662,CategoricalDtype,this class is useful for specifying the type of a categorical,DevelopmentNotes
1663,CategoricalDtype,independent of the values.,DevelopmentNotes
2434,CallBlock,like a macro without a name but a call instead.,DevelopmentNotes
3079,Markup,"markup hello, em world em !",DevelopmentNotes
3080,Markup,"markup hello, em world em !",DevelopmentNotes
3081,Markup,markup 42,DevelopmentNotes
3082,Markup,markup 42,DevelopmentNotes
3083,Markup,"markup^escape hello, em world em !",DevelopmentNotes
3084,Markup,markup hello &lt em&gt world&lt em&gt !,DevelopmentNotes
2956,HebrewProber,the hebrewprober is not using any language model.,DevelopmentNotes
3085,Markup,this implements the html interface that some frameworks,DevelopmentNotes
2445,CaseInsensitiveDict,all keys are expected to be strings.,DevelopmentNotes
3086,Markup,use.,DevelopmentNotes
2446,CaseInsensitiveDict,the structure remembers the,DevelopmentNotes
3087,Markup,passing an object that implements html will wrap the,DevelopmentNotes
2447,CaseInsensitiveDict,"case of the last key to be set, and iter instance ,",DevelopmentNotes
3088,Markup,"output of that method, marking it safe.",DevelopmentNotes
2448,CaseInsensitiveDict,"keys , items , iterkeys , and iteritems",DevelopmentNotes
2960,HebrewProber,"disjointed from the model probers, the results of the hebrewprober",DevelopmentNotes
3089,Markup,class foo,DevelopmentNotes
2449,CaseInsensitiveDict,will contain case sensitive keys.,DevelopmentNotes
2961,HebrewProber,alone are meaningless.,DevelopmentNotes
3090,Markup,def html self,DevelopmentNotes
3091,Markup,return a href foo foo a,DevelopmentNotes
3603,Path,"first of all, instead of returning an open file",DevelopmentNotes
3731,Request,"used to prepare a class preparedrequest preparedrequest , which is sent to the server.",DevelopmentNotes
3092,Markup,markup foo,DevelopmentNotes
3604,Path,handle it returns just the filename.,DevelopmentNotes
3093,Markup,markup a href foo foo a,DevelopmentNotes
3605,Path,"secondly, it can perform various",DevelopmentNotes
3094,Markup,"this is a subclass of the text type str in python 3,",DevelopmentNotes
3606,Path,basic checks about what the file or directory should be.,DevelopmentNotes
3095,Markup,unicode in python 2 .,DevelopmentNotes
3096,Markup,"it has the same methods as that type, but",DevelopmentNotes
3097,Markup,all methods escape their arguments and return a markup instance.,DevelopmentNotes
3098,Markup,markup em %s em % foo & bar,DevelopmentNotes
3099,Markup,markup em foo &amp bar em,DevelopmentNotes
3100,Markup,markup em hello em foo,DevelopmentNotes
3101,Markup,markup em hello em &lt foo&gt,DevelopmentNotes
3499,ParseFatalException,user throwable exception thrown when inconsistent parse content,DevelopmentNotes
3500,ParseFatalException,is found stops all parsing immediately,DevelopmentNotes
2359,_BZ2Proxy,this is actually,DevelopmentNotes
2360,_BZ2Proxy,a workaround for a limitation in bz2 module s bz2file,DevelopmentNotes
2361,_BZ2Proxy,class which unlike gzip^gzipfile has no support for,DevelopmentNotes
3513,ParseResults,example,DevelopmentNotes
2362,_BZ2Proxy,a file object argument.,DevelopmentNotes
3514,ParseResults,integer word nums,DevelopmentNotes
3515,ParseResults,date str integer^setresultsname year,DevelopmentNotes
3516,ParseResults,integer^setresultsname month,DevelopmentNotes
3517,ParseResults,integer^setresultsname day,DevelopmentNotes
2878,FollowedBy,followedby does not advance the parsing position within,DevelopmentNotes
3518,ParseResults,# equivalent form,DevelopmentNotes
2879,FollowedBy,"the input string, it only verifies that the specified parse",DevelopmentNotes
3519,ParseResults,# date str integer year integer month integer day,DevelopmentNotes
2880,FollowedBy,expression matches at the current position.,DevelopmentNotes
3520,ParseResults,# parsestring returns a parseresults object,DevelopmentNotes
2881,FollowedBy,followedby,DevelopmentNotes
3521,ParseResults,result date str^parsestring 1999 12 31,DevelopmentNotes
2882,FollowedBy,always returns a null token list.,DevelopmentNotes
3522,ParseResults,"def test s, fn repr",DevelopmentNotes
2883,FollowedBy,if any results names are defined,DevelopmentNotes
3523,ParseResults,"print %s %s % s, fn eval s",DevelopmentNotes
2884,FollowedBy,"in the lookahead expression, those will be returned for access by",DevelopmentNotes
2500,Context_,creating instances is neither supported nor useful as it s created,DevelopmentNotes
3524,ParseResults,test list result,DevelopmentNotes
2885,FollowedBy,name.,DevelopmentNotes
2501,Context_,automatically at various stages of the template evaluation and should not,DevelopmentNotes
3525,ParseResults,test result 0,DevelopmentNotes
2502,Context_,be created by hand.,DevelopmentNotes
3526,ParseResults,test result month,DevelopmentNotes
2887,FollowedBy,# use followedby to match a label only if it is followed by a,DevelopmentNotes
2503,Context_,the context is immutable.,DevelopmentNotes
3527,ParseResults,test result^day,DevelopmentNotes
3528,ParseResults,test month in result,DevelopmentNotes
2889,FollowedBy,label data word followedby,DevelopmentNotes
3529,ParseResults,test minutes in result,DevelopmentNotes
3530,ParseResults,"test result^dump , str",DevelopmentNotes
3020,InternalName,you cannot create these nodes,DevelopmentNotes
3021,InternalName,yourself but the parser provides a,DevelopmentNotes
2382,And,requires all given class parseexpression s to be found in the given order.,DevelopmentNotes
3022,InternalName,meth jinja2^parser.parser^free identifier method that creates,DevelopmentNotes
3791,Resource,this is,DevelopmentNotes
2383,And,expressions may be separated by whitespace.,DevelopmentNotes
3023,InternalName,a new identifier for you.,DevelopmentNotes
3792,Resource,"not normally instantiated by user code, but rather by a",DevelopmentNotes
2384,And,may be constructed using the operator.,DevelopmentNotes
3024,InternalName,this identifier is not available from the,DevelopmentNotes
3793,Resource,class resourcefinder which manages the resource.,DevelopmentNotes
2385,And,"may also be constructed using the operator, which will",DevelopmentNotes
3025,InternalName,template and is not threated specially by the compiler.,DevelopmentNotes
2386,And,suppress backtracking.,DevelopmentNotes
2543,CookieConflictError,use ^get and ^set and include domain and path args in order to be more specific.,DevelopmentNotes
3063,LRUCache,this is fast for small capacities something below 1000 but doesn t,DevelopmentNotes
2936,HebrewProber,the two sbcharsetprobers identify that the text is in,DevelopmentNotes
3064,LRUCache,scale.,DevelopmentNotes
2937,HebrewProber,"fact some kind of hebrew, logical or visual.",DevelopmentNotes
3065,LRUCache,but as long as it s only used as storage for templates this,DevelopmentNotes
3066,LRUCache,won t do any harm.,DevelopmentNotes
4872,ConvReLU3d,note,DevelopmentNotes
4873,ConvReLU3d,attributes same as torch^nn.quantized^conv3d,DevelopmentNotes
5644,TransformerEncoderLayer,"ashish vaswani, noam shazeer, niki parmar, jakob uszkoreit, llion jones, aidan n gomez,",DevelopmentNotes
4364,BatchNorm1d,note,DevelopmentNotes
5645,TransformerEncoderLayer,"lukasz kaiser, and illia polosukhin.",DevelopmentNotes
4365,BatchNorm1d,this attr momentum argument is different from one used in optimizer,DevelopmentNotes
5646,TransformerEncoderLayer,2017,DevelopmentNotes
4366,BatchNorm1d,classes and the conventional notion of momentum.,DevelopmentNotes
5647,TransformerEncoderLayer,attention is all you need.,DevelopmentNotes
4367,BatchNorm1d,"mathematically, the",DevelopmentNotes
5648,TransformerEncoderLayer,in advances in,DevelopmentNotes
4368,BatchNorm1d,update rule for running statistics here is,DevelopmentNotes
5649,TransformerEncoderLayer,"neural information processing systems, pages 6000 6010.",DevelopmentNotes
4369,BatchNorm1d,"math hat x text new 1 text momentum times hat x text momentum times x t ,",DevelopmentNotes
5650,TransformerEncoderLayer,users may modify or implement,DevelopmentNotes
4370,BatchNorm1d,where math hat x is the estimated statistic and math x t is the,DevelopmentNotes
5651,TransformerEncoderLayer,in a different way during application.,DevelopmentNotes
4371,BatchNorm1d,new observed value.,DevelopmentNotes
4372,BatchNorm1d,"because the batch normalization is done over the c dimension, computing statistics",DevelopmentNotes
4373,BatchNorm1d,"on n, l slices, it s common terminology to call this temporal batch normalization.",DevelopmentNotes
4144,_OpNamespace,an op namespace to dynamically bind operators into python.,DevelopmentNotes
4145,_OpNamespace,say a user has created a custom operator called my namespace my op .,DevelopmentNotes
4146,_OpNamespace,to,DevelopmentNotes
4147,_OpNamespace,"call this op, the user will write torch^ops.my namespace^my op .",DevelopmentNotes
4148,_OpNamespace,.,DevelopmentNotes
4149,_OpNamespace,"at startup, this operation will not yet be bound into python.",DevelopmentNotes
4150,_OpNamespace,"instead, the",DevelopmentNotes
4151,_OpNamespace,following sequence of magic tricks will occur,DevelopmentNotes
4152,_OpNamespace,1,DevelopmentNotes
4153,_OpNamespace,torch^ops.my namespace will invoke the getattr magic method,DevelopmentNotes
4154,_OpNamespace,"on the torch^ops object, which will create a new opnamespace",DevelopmentNotes
4155,_OpNamespace,object called my namespace and set it as an attribute on the ops,DevelopmentNotes
4156,_OpNamespace,object.,DevelopmentNotes
4157,_OpNamespace,2,DevelopmentNotes
4158,_OpNamespace,torch^ops.my namespace^my op will then invoke getattr on,DevelopmentNotes
4159,_OpNamespace,"the my namespace object, which will retrieve the operation via",DevelopmentNotes
4160,_OpNamespace,"torch^get operation , a function bound from c , and then in a similar",DevelopmentNotes
5441,OneHotCategorical,"note attr probs must be non negative, finite and have a non zero sum,",DevelopmentNotes
4162,_OpNamespace,3,DevelopmentNotes
5442,OneHotCategorical,and it will be normalized to sum to 1.,DevelopmentNotes
4163,_OpNamespace,torch^ops.my namespace^my op .,DevelopmentNotes
4164,_OpNamespace,then calls this new operation,DevelopmentNotes
4165,_OpNamespace,and subsequent accesses will incur no further lookup the namespace and,DevelopmentNotes
4166,_OpNamespace,operation will already exist .,DevelopmentNotes
5214,ExternalInitializer,current version is not doing any real sanity checks to the parameter.,DevelopmentNotes
5726,Unfold,note,DevelopmentNotes
5727,Unfold,class torch^nn.fold calculates each combined value in the resulting,DevelopmentNotes
5728,Unfold,large tensor by summing all values from all containing blocks.,DevelopmentNotes
5729,Unfold,class torch^nn.unfold extracts the values in the local blocks by,DevelopmentNotes
5730,Unfold,copying from the large tensor.,DevelopmentNotes
5731,Unfold,"so, if the blocks overlap, they are not",DevelopmentNotes
5732,Unfold,inverses of each other.,DevelopmentNotes
5733,Unfold,"in general, folding and unfolding operations are related as",DevelopmentNotes
5734,Unfold,follows.,DevelopmentNotes
5735,Unfold,consider class torch^nn.fold and,DevelopmentNotes
5736,Unfold,class torch^nn.unfold instances created with the same,DevelopmentNotes
5737,Unfold,parameters,DevelopmentNotes
5738,Unfold,fold params dict kernel size .,DevelopmentNotes
5739,Unfold,", dilation .",DevelopmentNotes
5740,Unfold,", padding .",DevelopmentNotes
5741,Unfold,", stride .",DevelopmentNotes
5742,Unfold,fold nn^fold output size .,DevelopmentNotes
5743,Unfold,", fold params",DevelopmentNotes
5744,Unfold,unfold nn^unfold fold params,DevelopmentNotes
5745,Unfold,then for any supported input tensor the following,DevelopmentNotes
5746,Unfold,equality holds,DevelopmentNotes
5747,Unfold,fold unfold input divisor input,DevelopmentNotes
5236,LastNWindowCollector,"if you have complex data,",DevelopmentNotes
5748,Unfold,where divisor is a tensor that depends only on the shape,DevelopmentNotes
5237,LastNWindowCollector,use packrecords to pack it before using this layer.,DevelopmentNotes
5749,Unfold,and dtype of the input,DevelopmentNotes
5238,LastNWindowCollector,this layer is not thread safe.,DevelopmentNotes
5750,Unfold,"input ones torch^ones input^shape, dtype input^dtype",DevelopmentNotes
5751,Unfold,divisor fold unfold input ones,DevelopmentNotes
5752,Unfold,"when the divisor tensor contains no zero elements, then",DevelopmentNotes
5753,Unfold,fold and unfold operations are inverses of each,DevelopmentNotes
5754,Unfold,other up to constant divisor .,DevelopmentNotes
4480,BCEWithLogitsLoss,note that the targets t i should be numbers,DevelopmentNotes
4481,BCEWithLogitsLoss,between 0 and 1.,DevelopmentNotes
5252,LBFGS,note,DevelopmentNotes
5508,SGD,nesterov momentum is based on the formula from,DevelopmentNotes
5253,LBFGS,this is a very memory intensive optimizer it requires additional,DevelopmentNotes
5509,SGD,on the importance of initialization and momentum in deep learning .,DevelopmentNotes
5254,LBFGS,param bytes history size 1 bytes .,DevelopmentNotes
5255,LBFGS,if it doesn t fit in memory,DevelopmentNotes
5256,LBFGS,"try reducing the history size, or use a different algorithm.",DevelopmentNotes
4238,Adam,it has been proposed in adam a method for stochastic optimization .,DevelopmentNotes
4249,Adam,algorithm from the paper on the convergence of adam and beyond,DevelopmentNotes
4251,Adam,adam a method for stochastic optimization,DevelopmentNotes
4252,Adam,https arxiv^org abs 14126980,DevelopmentNotes
4253,Adam,on the convergence of adam and beyond,DevelopmentNotes
4254,Adam,https openreview^net forum?id ryqu7f rz,DevelopmentNotes
5055,EmbeddingBag,"for bags of constant length and no attr per sample weights , this class",DevelopmentNotes
5056,EmbeddingBag,"with mode sum is equivalent to class torch^nn.embedding followed by torch^sum dim 0 ,",DevelopmentNotes
5057,EmbeddingBag,"with mode mean is equivalent to class torch^nn.embedding followed by torch^mean dim 0 ,",DevelopmentNotes
5058,EmbeddingBag,with mode max is equivalent to class torch^nn.embedding followed by torch^max dim 0 .,DevelopmentNotes
5059,EmbeddingBag,"however, class torch^nn.embeddingbag is much more time and memory efficient than using a chain of these",DevelopmentNotes
5060,EmbeddingBag,operations.,DevelopmentNotes
5061,EmbeddingBag,embeddingbag also supports per sample weights as an argument to the forward,DevelopmentNotes
5062,EmbeddingBag,pass.,DevelopmentNotes
5063,EmbeddingBag,this scales the output of the embedding before performing a weighted,DevelopmentNotes
5064,EmbeddingBag,reduction as specified by mode .,DevelopmentNotes
5065,EmbeddingBag,"if attr per sample weights is passed, the",DevelopmentNotes
5066,EmbeddingBag,"only supported mode is sum , which computes a weighted sum according to",DevelopmentNotes
5067,EmbeddingBag,attr per sample weights .,DevelopmentNotes
5935,PreparedRequest,generated from either a class request request object or manually.,DevelopmentNotes
257,ChunkIter,given a file like object as the,Expand
258,ChunkIter,"constructor, yield chunks of read operations from that object.",Expand
263,Client,"it allows the user to compose get and post requests, and",Expand
264,Client,obtain the response that the server gave to those requests.,Expand
265,Client,the server response objects are annotated with the details,Expand
266,Client,of the contexts and templates that were rendered during the,Expand
267,Client,process of serving the request.,Expand
268,Client,client objects are stateful they will retain cookie and,Expand
269,Client,thus session details for the lifetime of the client instance.,Expand
782,SessionStore,"a database session store, that handles updating the account id column",Expand
783,SessionStore,inside the custom session model.,Expand
19,Atomic,"decorated function in the instance itself, used as a context manager.",Expand
543,MigrationLoader,"on initialization, this class will scan those directories, and open and",Expand
544,MigrationLoader,"read the python files, looking for a class called migration, which should",Expand
545,MigrationLoader,inherit from django^db.migrations^migration.,Expand
546,MigrationLoader,see,Expand
547,MigrationLoader,django^db.migrations^migration for what that looks like.,Expand
548,MigrationLoader,some migrations will be marked as replacing another set of migrations.,Expand
549,MigrationLoader,these are loaded into a separate set of migrations away from the main ones.,Expand
550,MigrationLoader,if all the migrations they replace are either unapplied or missing from,Expand
551,MigrationLoader,"disk, then they are injected into the main set, replacing the named migrations.",Expand
552,MigrationLoader,any dependency pointers to the replaced migrations are re pointed to the,Expand
553,MigrationLoader,new migration.,Expand
51,AtomicTests,the tests make assertions on internal attributes because there isn t a,Expand
307,CustomCacheKeyValidationTests,a custom cache backend that otherwise inherits from a builtin,Expand
52,AtomicTests,robust way to ask the database for its current transaction state.,Expand
308,CustomCacheKeyValidationTests,"backend, and override the default key validation.",Expand
53,AtomicTests,since the decorator syntax is converted into a context manager see the,Expand
54,AtomicTests,"implementation , there are only a few basic tests with the decorator",Expand
55,AtomicTests,syntax and the bulk of the tests use the context manager syntax.,Expand
63,AutoFieldMeta,it is intended that autofieldmixin become public api when it is possible to,Expand
64,AutoFieldMeta,create a non integer automatically generated field using column defaults,Expand
65,AutoFieldMeta,stored in the database.,Expand
844,TestRouter,routes to the other database if the model name starts with other .,Expand
348,FakePayload,this makes sure that views can t do anything under the test client,Expand
349,FakePayload,that wouldn t work in real life.,Expand
355,FallbackStorage,try to store all messages in the first backend.,Expand
611,MultiValueDict,"this class exists to solve the irritating problem raised by cgi^parse qs,",Expand
356,FallbackStorage,store any unstored,Expand
612,MultiValueDict,"which returns a list for every key, even though most web forms submit",Expand
357,FallbackStorage,messages in each subsequent backend.,Expand
613,MultiValueDict,single name value pairs.,Expand
880,WindowFrame,there are two types of frame,Expand
881,WindowFrame,"clauses which are subclasses, however, all processing and validation by no",Expand
882,WindowFrame,means intended to be complete is done here.,Expand
377,ImageFileDescriptor,the only difference is,Expand
378,ImageFileDescriptor,"assigning the width height to the width field height field, if appropriate.",Expand
634,MultiValueField,"its clean method takes a decompressed list of values, which are then",Expand
635,MultiValueField,cleaned into a single value according to self^fields.,Expand
636,MultiValueField,each value in,Expand
637,MultiValueField,this list is cleaned by the corresponding field the first value is,Expand
638,MultiValueField,"cleaned by the first field, the second value is cleaned by the second",Expand
639,MultiValueField,"field, etc once all fields are cleaned, the list of clean values is",Expand
640,MultiValueField,compressed into a single value.,Expand
397,InputStreamExhausted,no more reads are allowed from this device.,Expand
