comment_sentence_id,class,category,category_encoded,partition,processed_text
5933,PreparedRequest,Summary,3,0,the fully mutable class preparedrequest preparedrequest object containing the exact bytes that will be sent to the server generated from either a class request request object or manually usage import requests req requests request get https httpbin org get r req prepare r preparedrequest get s requests session s send r response 200
3722,ProcessedTraceback,Summary,3,0,holds a jinja preprocessed traceback for printing or reraising
723,ProxyModelInheritanceTests,Summary,3,0,proxy model inheritance across apps can result in migrate not creating the table for the proxied model as described in 12286 this test creates two dummy apps and calls migrate then verifies that the table has been created
3724,PyPIJSONLocator,Expand,1,0,this locator uses pypi s json interface
5487,QuantWrapper,Summary,3,0,a wrapper class that wraps the input module adds quantstub and dequantstub and surround the call to module with call to quant and dequant modules this is used by the quantization utility functions to add the quant and dequant modules before convert function quantstub will just be observer it observes the input tensor after convert quantstub will be swapped to nnq quantize which does actual quantization similarly for dequantstub
731,RawPostDataException,Summary,3,0,you cannot access raw post data from a request that has multipart post data if it has been accessed via post files etc
3728,ReadError,Summary,3,0,raised when an archive cannot be read
742,RemoteTestRunner,Summary,3,0,run tests and record everything but don t display anything
3730,Request,Summary,3,0,a user created class request request object used to prepare a class preparedrequest preparedrequest which is sent to the server param method http method to use param url url to send param headers dictionary of headers to send param files dictionary of filename fileobject files to multipart upload param data the body to attach to the request if a dictionary or list of tuples key value is provided form encoding will take place param json json for the body to attach to the request if files or data is not specified param params url parameters to append to the url if a dictionary or list of tuples key value is provided form encoding will take place param auth auth handler or user pass tuple param cookies dictionary or cookiejar of cookies to attach to this request param hooks dictionary of callback hooks for internal usage usage import requests req requests request get https httpbin org get req prepare preparedrequest get
745,RequestFactoryEnvironmentTests,Expand,1,0,regression tests for 8551 and 17067 ensure that environment variables are set correctly in requestfactory
745,RequestFactoryEnvironmentTests,Summary,3,0,regression tests for 8551 and 17067 ensure that environment variables are set correctly in requestfactory
3780,RequirementUninstaller,Summary,3,0,a context manager to remove a package for the inner block this uses uninstallpathset to control the workflow if the inner block exits correctly the uninstallation is committed otherwise rolled back
3778,RequirementsFileParseError,Summary,3,0,raised when a general error occurs parsing a requirements file line
3788,RequiresPythonCache,Summary,3,0,cache a candidate s requires python information
5505,ResNetBuilder,Summary,3,1,helper class for constructing residual blocks
1474,Rescan,Summary,3,1,add new messages to index
3790,Resource,Summary,3,0,a class representing an in package resource such as a data file this is not normally instantiated by user code but rather by a class resourcefinder which manages the resource
3798,ResourceFinder,Summary,3,0,resource finder for file system resources
3800,ResourceManager,Summary,3,0,manage resource extraction and packages
5957,Response,Summary,3,0,the class response response object which contains a server s response to an http request
3802,ResponseError,Usage,4,1,used as a container for an error reason supplied in a maxretryerror
3804,ResponseNotChunked,Usage,4,0,response needs to be chunked in order to read it as chunks
3806,Retry,Summary,3,0,retry configuration each retry attempt will create a new retry object with updated values so they can be safely reused retries can be defined as a default for a pool retries retry connect 5 read 2 redirect 5 http poolmanager retries retries response http request get http example com or per request which overrides the default for the pool retries can be disabled by passing false param int total total number of retries to allow takes precedence over other counts set to none to remove this constraint and fall back on other counts it s a good idea to set this to some sensibly high value to account for unexpected edge cases and avoid infinite retry loops set to 0 to fail on the first retry set to false to disable and imply raise on redirect false param int connect how many connection related errors to retry on these are errors raised before the request is sent to the remote server set to 0 to fail on the first retry of this type param int read how many times to retry on read errors these errors are raised after the request was sent to the server so the request may have side effects set to 0 to fail on the first retry of this type param int redirect how many redirects to perform limit this to avoid infinite redirect loops a redirect is a http response with a status code 301 302 303 307 or 308 set to 0 to fail on the first retry of this type set to false to disable and imply raise on redirect false param int status how many times to retry on bad status codes these are retries made on responses where status code matches status forcelist set to 0 to fail on the first retry of this type param iterable method whitelist set of uppercased http method verbs that we should retry on by default we only retry on methods which are considered to be idempotent multiple requests with the same parameters end with the same state see attr retry default method whitelist set to a false value to retry on any verb param iterable status forcelist a set of integer http status codes that we should force a retry on a retry is initiated if the request method is in method whitelist by default this is disabled with none param float backoff factor a backoff factor to apply between attempts after the second try most errors are resolved immediately by a second try without a delay urllib3 will sleep for backoff factor 2 number of total retries 1 seconds if the backoff factor is 01 then func sleep will sleep for 00s 02s 04s between retries it will never be longer than attr retry backoff max by default backoff is disabled set to 0 param bool raise on redirect whether if the number of redirects is exhausted to raise a maxretryerror or to return a response with a response code in the 3xx range param bool raise on status similar meaning to raise on redirect whether we should raise an exception or return a response if status falls in status forcelist range and retries have been exhausted param tuple history the history of the request encountered during each call to meth retry increment the list is in the order the requests occurred each list item is of class class requesthistory param bool respect retry after header whether to respect retry after header on status codes defined as attr retry retry after status codes or not param iterable remove headers on redirect sequence of headers to remove from the request when a response indicating a redirect is returned before firing off the redirected request
751,ReverseGenericManyToOneDescriptor,Summary,3,0,accessor to the related objects manager on the one to many relation created by genericrelation in the example class post model comments genericrelation comment post comments is a reversegenericmanytoonedescriptor instance
1140,RichPromptDisplayHook,Summary,3,0,subclass of base display hook using coloured prompt
5507,SGD,Summary,3,0,implements stochastic gradient descent optionally with momentum nesterov momentum is based on the formula from on the importance of initialization and momentum in deep learning args params iterable iterable of parameters to optimize or dicts defining parameter groups lr float learning rate momentum float optional momentum factor default 0 weight decay float optional weight decay l2 penalty default 0 dampening float optional dampening for momentum default 0 nesterov bool optional enables nesterov momentum default false example optimizer torch optim sgd model parameters lr 01 momentum 09 optimizer zero grad loss fn model input target backward optimizer step
2234,SQLTable,Summary,3,0,for mapping pandas tables to sql tables uses fact that table is reflected by sqlalchemy to do better type conversions also holds various flags needed to avoid having to pass them between functions all the time
2230,SQLiteTable,Summary,3,0,patch the sqltable for fallback support instead of a table variable just use the create table statement
3982,SafeFileCache,Summary,3,0,a file based cache which is safe to use even when the target directory may not be accessible or writable
763,SameAsLookup,Expand,1,0,the operator is the same as operator it tests actual geometric equality of two features so if a and b are the same feature vertex by vertex the operator returns true
763,SameAsLookup,Summary,3,0,the operator is the same as operator it tests actual geometric equality of two features so if a and b are the same feature vertex by vertex the operator returns true
3986,SchemaValidatorMixin,Summary,3,0,this validator mixin provides mechanics to validate schemas passed to a cerberus validator
2210,SelectNSeries,Summary,3,0,implement n largest smallest for series parameters obj series n int keep first last default first returns nordered series
778,Serializer,Summary,3,0,convert a queryset to json
3990,Session,Summary,3,0,a requests session provides cookie persistence connection pooling and configuration basic usage import requests s requests session s get https httpbin org get response 200 or as a context manager with requests session as s s get https httpbin org get response 200
780,SessionStorage,Summary,3,0,store messages in the session that is django contrib sessions
782,SessionStore,Expand,1,1,a database session store that handles updating the account id column inside the custom session model
782,SessionStore,Summary,3,0,a database session store that handles updating the account id column inside the custom session model
2224,SetopCheck,DevelopmentNotes,0,0,this is called to decorate the set operations of intervalindex to perform the type check in advance
2224,SetopCheck,Summary,3,0,this is called to decorate the set operations of intervalindex to perform the type check in advance
5559,SharedCache,Summary,3,0,dictionary from multiprocessing handles to storageweakref
787,SimpleView,Summary,3,0,a simple view with a docstring
4012,SkipTo,Summary,3,0,token for skipping over all undefined text until the matched expression is found parameters expr target expression marking the end of the data to be skipped include default false if true the target expression is also parsed the skipped text and target expression are returned as a 2 element list ignore default none used to define grammars typically quoted strings and comments that might contain false matches to the target expression failon default none define expressions that are not allowed to be included in the skipped test if found before the target expression is found the skipto is not a match example report severity description days open 101 critical intermittent system crash 6 94 cosmetic spelling error on login log n 14 integer word nums sep suppress use skipto to simply match everything up until the next sep ignore quoted strings so that a character inside a quoted string does not match parse action will call token strip for each matched token ie the description body string data skipto sep ignore quotedstring string data setparseaction tokenmap str strip ticket expr integer issue num sep string data sev sep string data desc sep integer days open print tkt dump prints 101 critical intermittent system crash 6 days open 6 desc intermittent system crash issue num 101 sev critical 94 cosmetic spelling error on login log n 14 days open 14 desc spelling error on login log n issue num 94 sev cosmetic days open 47 issue num 79 sev minor
789,SpatialRefSysMixin,DevelopmentNotes,0,1,the spatialrefsysmixin is a class used by the database dependent spatialrefsys objects to reduce redundant code
789,SpatialRefSysMixin,Summary,3,1,the spatialrefsysmixin is a class used by the database dependent spatialrefsys objects to reduce redundant code
795,SplitHiddenDateTimeWidget,Summary,3,0,a widget that splits datetime input into two input type hidden inputs
5563,StackTransform,Summary,3,0,transform functor that applies a sequence of transforms tseq component wise to each submatrix at dim in a way compatible with func torch stack example x torch stack torch range 1 10 torch range 1 10 dim 1 t stacktransform exptransform identity transform dim 1 y t x
5561,StackedLSTMWithDropout,Summary,3,1,necessary for iterating through self layers and dropout support
797,StaticFilesHandler,Parameters,2,0,wsgi middleware that intercepts calls to the static files directory as defined by the static url setting and serves those files
797,StaticFilesHandler,Summary,3,1,wsgi middleware that intercepts calls to the static files directory as defined by the static url setting and serves those files
1476,StorageBackedLongs,Summary,3,0,this combines storagebackeddata with pack unpacklonglist to pack and save sets of ints storage sbl x01 x00 x00 x00 x00 x00 x00 x00 sbl storagebackedlongs storage sbl 1 in sbl true sbl append 2 sbl save unpacklonglist storage sbl 1 2 true
2245,StringArray,Summary,3,1,extension array for string data warning stringarray is considered experimental parts of the api may change without warning parameters values array like the array of data warning currently this expects an object dtype ndarray where the elements are python strings this may copy bool default false attributes none methods none the string methods are available on series backed by a stringarray notes stringarray returns a booleanarray for comparison methods examples pd array this is some text none data dtype string stringarray this is some text na data values traceback most recent call last for comparison methods this returns a class pandas booleanarray pd array a none c dtype string a booleanarray true na false
2322,StringMethods,Summary,3,0,vectorized string functions for series and index nas stay na unless handled otherwise by a particular method patterned after python s string methods with some inspiration from r s stringr package examples s str split s str replace
1142,Struct,Expand,1,1,a dict subclass with attribute style access this dict subclass has a a few extra features attribute style access protection of class members like keys items when using attribute style access the ability to restrict assignment to only existing keys intelligent merging overloaded operators
1142,Struct,Summary,3,0,a dict subclass with attribute style access this dict subclass has a a few extra features attribute style access protection of class members like keys items when using attribute style access the ability to restrict assignment to only existing keys intelligent merging overloaded operators
5577,Subset,Summary,3,0,subset of a dataset at specified indices arguments dataset dataset the whole dataset indices sequence indices in the whole set selected for subset
808,SuccessMessageMixin,Summary,3,0,add a success message on successful form submission
1158,TBTools,Summary,3,0,basic tools used by all traceback printer classes
4106,TarFile,Summary,3,1,the tarfile class provides an interface to tar archives
5585,Task,Summary,3,0,a task is composed of an execution step and zero or more outputs tasks are executed in the context of a taskgroup which in turn can be run by a session task outputs are fetched by the session at the end of the run example from net builder import ops with node trainer task name my task num instances 2 with ops task init globl ops const 0 with ops task instance init local ops const 0 with ops loop 100 ops copy globl local with ops task instance exit ops add globl local globl with ops task exit ops mul globl globl globl the task above will create 2 instances that will run in parallel each instance will copy local to globl 100 times then add local to globl once the mul will only execute once after all the instances of the task have finished
5630,TaskOutput,Summary,3,0,represents the output of a task
810,TemplateDoesNotExist,Summary,3,0,the exception used when a template does not exist optional arguments backend tried this is formatted as a list of tuples containing origin status where origin is an origin object or duck type and status is a string with the reason the template wasn t found chain a list of intermediate templatedoesnotexist exceptions this is used to encapsulate multiple exceptions when loading templates from multiple engines
1160,TermColors,Summary,3,0,color escape sequences this class defines the escape sequences for all the standard ansi colors in terminals also defines a nocolor escape which is just the null string suitable for defining dummy color schemes in terminals which get confused by color escapes this class should be used as a mixin for building color schemes
2338,TermValue,Summary,3,1,hold a term value the we use to construct a condition filter
5635,TestBuiltins,Summary,3,1,tests for torchscript support of python builtin functions
2340,TestDatetimelikeSubtype,Summary,3,0,tests specific to intervalindex with datetime like subtype
2342,TestFromArrays,Summary,3,0,tests specific to intervalindex from arrays
2344,TestFromTuples,Summary,3,0,tests specific to intervalindex from tuples
840,TestImageFieldFile,Summary,3,0,custom field file class that records whether or not the underlying file was opened
2346,TestPeriodIndexSeriesComparisonConsistency,Summary,3,0,test periodindex and period series ops consistency
5637,TestQuantizedLinear,Summary,3,1,tests the correctness of the quantized linear and linear relu op
844,TestRouter,Expand,1,1,routes to the other database if the model name starts with other
2349,TestSorted,Summary,3,0,everything you wanted to test about sorting
846,TestUtils,DevelopmentNotes,0,0,this doc output is required for testing
5639,TestYellowFin,Summary,3,1,yellowfin an automatic tuner for momentum sgd
4108,Token,Summary,3,0,token class
4110,TokenStreamIterator,Summary,3,1,the iterator for tokenstreams iterate over the stream until the eof token is reached
5644,TransformerEncoderLayer,DevelopmentNotes,0,0,ashish vaswani noam shazeer niki parmar jakob uszkoreit llion jones aidan n gomez lukasz kaiser and illia polosukhin 2017 attention is all you need in advances in neural information processing systems pages 6000 6010 users may modify or implement in a different way during application args d model the number of expected features in the input required nhead the number of heads in the multiheadattention models required dim feedforward the dimension of the feedforward network model default 2048 dropout the dropout value default 01 activation the activation function of intermediate layer relu or gelu default relu examples encoder layer nn transformerencoderlayer d model 512 nhead 8 src torch rand 10 32 512 out encoder layer src
4116,TreeBuilder,Summary,3,1,base treebuilder implementation documentclass the class to use for the bottommost node of a document elementclass the class to use for html elements commentclass the class to use for comments doctypeclass the class to use for doctypes
4126,Trie,Summary,3,0,abstract base class for tries
4128,UndefinedEnvironmentName,Summary,3,1,a name was attempted to be used that does not exist inside of the environment
5681,Unfold,Summary,3,1,extracts sliding local blocks from a batched input tensor consider a batched attr input tensor of shape math n c where math n is the batch dimension math c is the channel dimension and math represent arbitrary spatial dimensions this operation flattens each sliding attr kernel size sized block within the spatial dimensions of attr input into a column ie last dimension of a 3 d attr output tensor of shape math n c times prod text kernel size l where math c times prod text kernel size is the total number of values within each block a block has math prod text kernel size spatial locations each containing a math c channeled vector and math l is the total number of such blocks math l prod d left lfloor frac text spatial size d 2 times text padding d text dilation d times text kernel size d 1 1 text stride d 1 right rfloor where math text spatial size is formed by the spatial dimensions of attr input math above and math d is over all spatial dimensions therefore indexing attr output at the last dimension column dimension gives all values within a certain block the attr padding attr stride and attr dilation arguments specify how the sliding blocks are retrieved attr stride controls the stride for the sliding blocks attr padding controls the amount of implicit zero paddings on both sides for attr padding number of points for each dimension before reshaping attr dilation controls the spacing between the kernel points also known as the trous algorithm it is harder to describe but this link has a nice visualization of what attr dilation does args kernel size int or tuple the size of the sliding blocks stride int or tuple optional the stride of the sliding blocks in the input spatial dimensions default 1 padding int or tuple optional implicit zero padding to be added on both sides of input default 0 dilation int or tuple optional a parameter that controls the stride of elements within the neighborhood default 1 if attr kernel size attr dilation attr padding or attr stride is an int or a tuple of length 1 their values will be replicated across all spatial dimensions for the case of two input spatial dimensions this operation is sometimes called im2col note class torch nn fold calculates each combined value in the resulting large tensor by summing all values from all containing blocks class torch nn unfold extracts the values in the local blocks by copying from the large tensor so if the blocks overlap they are not inverses of each other in general folding and unfolding operations are related as follows consider class torch nn fold and class torch nn unfold instances created with the same parameters fold params dict kernel size dilation padding stride fold nn fold output size fold params unfold nn unfold fold params then for any supported input tensor the following equality holds fold unfold input divisor input where divisor is a tensor that depends only on the shape and dtype of the input input ones torch ones input shape dtype input dtype divisor fold unfold input ones when the divisor tensor contains no zero elements then fold and unfold operations are inverses of each other up to constant divisor input math n c output math n c times prod text kernel size l as described above examples unfold nn unfold kernel size 2 3 input torch randn 2 5 3 4 output unfold input each patch contains 30 values 2x3 6 vectors each of 5 channels 4 blocks 2x3 kernels in total in the 3x4 input output size torch size 2 30 4 convolution is equivalent with unfold matrix multiplication fold or view to output shape inp torch randn 1 3 10 12 w torch randn 2 3 4 5 inp unf torch nn functional unfold inp 4 5 out unf inp unf transpose 1 2 matmul w view w size 0 1 t transpose 1 2 out torch nn functional fold out unf 7 8 1 1 or equivalently and avoiding a copy out out unf view 1 2 7 8 torch nn functional conv2d inp w out abs max tensor 19073e 06
859,UniqueAnchor,Summary,3,0,this is a model that can be used as something for other models to point at
4132,UnlockError,Summary,3,0,base class for errors arising from attempts to release the lock try raise unlockerror except error pass
2351,UnsortedIndexError,Summary,3,0,error raised when attempting to get a slice of a multiindex and the index has not been lexsorted subclass of keyerror
863,UpdateError,Summary,3,0,occurs if django tries to update a session that was deleted
5890,UploadTaskGroupBuilder,Summary,3,1,a simple class to upload checkpoints
5892,UseOptimizer,Summary,3,0,context class to allow setting the current context example usage with brew with useoptimizer optim brew func with useoptimizer weight weight optim brew func with useoptimizer default optim bias bias optim weight weight optim brew func brew func with useoptimizer optim2 brew func
865,UserCreationForm,Parameters,2,0,a form that creates a user with no privileges from the given username and password
865,UserCreationForm,Summary,3,0,a form that creates a user with no privileges from the given username and password
1174,UserMagics,Summary,3,0,placeholder for user defined magics to be added at runtime all magics are eventually merged into a single namespace at runtime but we use this class to isolate the magics defined dynamically by the user into their own class
1496,Util,Summary,3,1,utility functions for builds
1500,VCardSet,Summary,3,1,add a lines to a vcard ensuring vcard exists
1502,VCardStore,Summary,3,1,this is a disk backed in memory collection of vcards vcards are added to the collection using add vcard this will create a file for the card on disk using a random name vcs add vcards mailpilevcard vcardline fn dude vcardline email d evil com mailpilevcard vcardline fn guy vcards can be looked up directly by e mail vcs get vcard d evil com fn u dude vcs get vcard nosuch email address is none true or they can be found using searches vcs find vcards guy 0 fn u guy cards can be removed using del vcards vcs del vcards vcs get vcard d evil com vcs get vcard d evil com is none true vcs del vcards vcs find vcards guy vcs find vcards guy
871,VariableWrapper,Summary,3,0,an adapter class for cursor variables that prevents the wrapped object from being converted into a string when used to instantiate an oracleparam this can be used generally for any other object that should be passed into cursor execute as is
1498,Vcard,Summary,3,1,display a single vcard
879,WindowFrame,Summary,3,0,model the frame clause in window expressions there are two types of frame clauses which are subclasses however all processing and validation by no means intended to be complete is done here
890,XFrameOptionsDecoratorsTests,Summary,3,0,tests for the x frame options decorators
893,XFrameOptionsMiddleware,DevelopmentNotes,0,0,do not set the header if it s already set or if the response contains a xframe options exempt value set to true by default set the x frame options header to sameorigin meaning the response can only be loaded on a frame within the same site to prevent the response from being loaded in a frame in any site set x frame options in your project s django settings to deny
5923,YellowFinOptimizer,Summary,3,0,yellowfin an automatic tuner for momentum sgd
1185,YouTubeVideo,Summary,3,0,class for embedding a youtube video in an ipython session based on its video id eg to embed the video from https www youtube com watch v foo you would do vid youtubevideo foo display vid to start from 30 seconds vid youtubevideo abc start 30 display vid to calculate seconds from time as hours minutes seconds use class datetime timedelta start int timedelta hours 1 minutes 46 seconds 40 total seconds other parameters can be provided as documented at https developers google com youtube player parameters parameters when converting the notebook using nbconvert a jpeg representation of the video will be inserted in the document
4142,ZipResourceFinder,Summary,3,1,resource finder for resources in zip files
2357,_BZ2Proxy,Summary,3,0,small proxy class that enables external file object support for r bz2 and w bz2 modes this is actually a workaround for a limitation in bz2 module s bz2file class which unlike gzip gzipfile has no support for a file object argument
2369,_FileInFile,Summary,3,1,a thin wrapper around an existing file object that provides a part of its data as an individual file object
1215,_MockPOP3,Summary,3,0,base mock that pretends to be a poplib pop3 connection pm pop3mailbox localhost user bad conn cls mockpop3 traceback most recent call last accesserror pm pop3mailbox localhost user a password b conn cls mockpop3 pm stat 2 123456 pm iterkeys evil good evil in pm bogon in pm true false msg subject for msg in pm msg 1 msg 2 pm get msg size evil pm get msg size good 47 51 pm get bytes evil from test mailpile is nsubject msg 1 n noh hi n from pm invalid key traceback most recent call last keyerror
2375,_MovedItems,Summary,3,0,lazy loading of moved objects
4144,_OpNamespace,DevelopmentNotes,0,0,an op namespace to dynamically bind operators into python say a user has created a custom operator called my namespace my op to call this op the user will write torch ops my namespace my op at startup this operation will not yet be bound into python instead the following sequence of magic tricks will occur 1 torch ops my namespace will invoke the getattr magic method on the torch ops object which will create a new opnamespace object called my namespace and set it as an attribute on the ops object 2 torch ops my namespace my op will then invoke getattr on the my namespace object which will retrieve the operation via torch get operation a function bound from c and then in a similar 3 torch ops my namespace my op then calls this new operation and subsequent accesses will incur no further lookup the namespace and operation will already exist
4144,_OpNamespace,Summary,3,0,an op namespace to dynamically bind operators into python say a user has created a custom operator called my namespace my op to call this op the user will write torch ops my namespace my op at startup this operation will not yet be bound into python instead the following sequence of magic tricks will occur 1 torch ops my namespace will invoke the getattr magic method on the torch ops object which will create a new opnamespace object called my namespace and set it as an attribute on the ops object 2 torch ops my namespace my op will then invoke getattr on the my namespace object which will retrieve the operation via torch get operation a function bound from c and then in a similar 3 torch ops my namespace my op then calls this new operation and subsequent accesses will incur no further lookup the namespace and operation will already exist
4144,_OpNamespace,Usage,4,0,an op namespace to dynamically bind operators into python say a user has created a custom operator called my namespace my op to call this op the user will write torch ops my namespace my op at startup this operation will not yet be bound into python instead the following sequence of magic tricks will occur 1 torch ops my namespace will invoke the getattr magic method on the torch ops object which will create a new opnamespace object called my namespace and set it as an attribute on the ops object 2 torch ops my namespace my op will then invoke getattr on the my namespace object which will retrieve the operation via torch get operation a function bound from c and then in a similar 3 torch ops my namespace my op then calls this new operation and subsequent accesses will incur no further lookup the namespace and operation will already exist
2377,_PathParents,Summary,3,0,this object provides sequence like access to the logical ancestors of a path
1042,capture_output,Summary,3,0,context manager for capturing stdout err
2816,fdspawn,Summary,3,1,this is like pexpect spawn but allows you to supply your own open file descriptor for example you could use it to read through a file looking for patterns or to control a modem or serial device
3304,omdict,Summary,3,0,ordered multivalue dictionary a multivalue dictionary is a dictionary that can store multiple values per key an ordered multivalue dictionary is a multivalue dictionary that retains the order of insertions and deletions internally items are stored in a doubly linked list self items a dictionary self map is also maintained and stores an ordered list of linked list node references one for each value associated with that key standard dict methods interact with the first value associated with a given key this means that omdict retains method parity with dict and a dict object can be replaced with an omdict object and all interaction will behave identically all dict methods that retain parity with omdict are get setdefault pop popitem clear copy update fromkeys len getitem setitem delitem contains items keys values iteritems iterkeys itervalues optional parameters have been added to some dict methods but because the added parameters are optional existing use remains unaffected an optional key parameter has been added to these methods items values iteritems itervalues new methods have also been added to omdict methods with list in their name interact with lists of values and methods with all in their name interact with all items in the dictionary including multiple items with the same key the new omdict methods are load size reverse getlist add addlist set setlist setdefaultlist poplist popvalue popvalues popitem poplistitem allitems allkeys allvalues lists listitems iterallitems iterallkeys iterallvalues iterlists iterlistitems
