comment_sentence_id,class,comment_sentence,category,outlier
2039,PlotAccessor,ylim 2 tuple list,2,0
2040,PlotAccessor,"rot int, default none",2,0
2041,PlotAccessor,"rotation for ticks xticks for vertical, yticks for horizontal",2,0
2042,PlotAccessor,plots .,2,0
2043,PlotAccessor,"fontsize int, default none",2,0
2044,PlotAccessor,font size for xticks and yticks.,2,0
2045,PlotAccessor,"colormap str or matplotlib colormap object, default none",2,0
2046,PlotAccessor,colormap to select colors from.,2,0
2047,PlotAccessor,"if string, load colormap with that",2,0
3075,Markup,passing an object to the constructor converts it to text and wraps,2,0
3076,Markup,it to mark it safe without escaping.,2,0
3077,Markup,"to escape the text, use the",2,0
3078,Markup,meth escape class method instead.,2,0
2571,Environment,instances of this class may be modified if,2,0
2572,Environment,they are not shared and if no template was loaded so far.,2,0
2573,Environment,modifications on environments after the first template was loaded,2,0
2574,Environment,will lead to surprising effects and undefined behavior.,2,0
2575,Environment,here are the possible initialization parameters,2,0
2576,Environment,block start string,2,0
2577,Environment,the string marking the beginning of a block.,2,0
3601,Path,the path type is similar to the class file type but it performs,2,0
2578,Environment,defaults to % .,2,0
2579,Environment,block end string,2,0
2580,Environment,the string marking the end of a block.,2,0
3604,Path,handle it returns just the filename.,2,0
2581,Environment,defaults to % .,2,0
3605,Path,"secondly, it can perform various",2,0
2582,Environment,variable start string,2,0
2583,Environment,the string marking the beginning of a print statement.,2,0
2584,Environment,defaults to .,2,0
2585,Environment,variable end string,2,0
3609,Path,"param exists if set to true, the file or directory needs to exist for",2,0
2586,Environment,the string marking the end of a print statement.,2,0
3610,Path,this value to be valid.,2,0
2587,Environment,defaults to,2,0
3611,Path,if this is not required and a,2,0
2588,Environment,comment start string,2,0
3612,Path,"file does indeed not exist, then all further checks are",2,0
2589,Environment,the string marking the beginning of a comment.,2,0
3613,Path,silently skipped.,2,0
3614,Path,param file okay controls if a file is a possible value.,2,0
2591,Environment,comment end string,2,0
3615,Path,param dir okay controls if a directory is a possible value.,2,0
2592,Environment,the string marking the end of a comment.,2,0
3617,Path,"param readable if true, a readable check is performed.",2,0
2594,Environment,line statement prefix,2,0
3618,Path,"param resolve path if this is true, then the path is fully resolved",2,0
2595,Environment,"if given and a string, this will be used as prefix for line based",2,0
3619,Path,before the value is passed onwards.,2,0
2596,Environment,statements.,2,0
3620,Path,this means,2,0
2597,Environment,see also ref line statements .,2,0
2598,Environment,line comment prefix,2,0
3622,Path,it,2,0
2599,Environment,"if given and a string, this will be used as prefix for line based",2,0
3623,Path,"will not expand a tilde prefix, as this is",2,0
2600,Environment,comments.,2,0
3624,Path,supposed to be done by the shell only.,2,0
2601,Environment,see also ref line statements .,2,0
3625,Path,"param allow dash if this is set to true , a single dash to indicate",2,0
2602,Environment,versionadded 22,2,0
2603,Environment,trim blocks,2,0
3627,Path,param path type optionally a string type that should be used to,2,0
2604,Environment,if this is set to true the first newline after a block is,2,0
3628,Path,represent the path.,2,0
2605,Environment,"removed block, not variable tag!",2,0
3629,Path,the default is none which,2,0
2606,Environment,.,2,0
3631,Path,unicode depending on what makes most sense given the,2,0
2608,Environment,lstrip blocks,2,0
2609,Environment,if this is set to true leading spaces and tabs are stripped,2,0
2610,Environment,from the start of a line to a block.,2,0
2612,Environment,newline sequence,2,0
2613,Environment,the sequence that starts a newline.,2,0
2614,Environment,"must be one of r ,",2,0
2615,Environment,n or r n .,2,0
2616,Environment,the default is n which is a,2,0
2617,Environment,useful default for linux and os x systems as well as web,2,0
2618,Environment,applications.,2,0
2619,Environment,keep trailing newline,2,0
2620,Environment,preserve the trailing newline when rendering templates.,2,0
2621,Environment,"the default is false , which causes a single newline,",2,0
2622,Environment,"if present, to be stripped from the end of the template.",2,0
2623,Environment,versionadded 27,2,0
2624,Environment,extensions,2,0
2626,Environment,this can either be import paths,2,0
2627,Environment,as strings or extension classes.,2,0
2628,Environment,for more information have a,2,0
2630,Environment,optimized,2,0
2631,Environment,should the optimizer be enabled?,2,0
2632,Environment,default is true .,2,0
2633,Environment,undefined,2,0
2636,Environment,finalize,2,0
2637,Environment,a callable that can be used to process the result of a variable,2,0
2638,Environment,expression before it is output.,2,0
2639,Environment,for example one can convert,2,0
2640,Environment,none implicitly into an empty string here.,2,0
2641,Environment,autoescape,2,0
2642,Environment,if set to true the xml html autoescaping feature is enabled by,2,0
2643,Environment,default.,2,0
3667,PoolManager,param num pools,2,0
2644,Environment,for more details about autoescaping see,2,0
3668,PoolManager,number of connection pools to cache before discarding the least,2,0
2645,Environment,class jinja2^utils.markup .,2,0
3669,PoolManager,recently used pool.,2,0
2646,Environment,as of jinja 24 this can also,2,0
3670,PoolManager,param headers,2,0
2647,Environment,be a callable that is passed the template name and has to,2,0
3671,PoolManager,"headers to include with all requests, unless other headers are given",2,0
3672,PoolManager,explicitly.,2,0
3673,PoolManager,param connection pool kw,2,0
2650,Environment,versionchanged 24,2,0
3674,PoolManager,additional parameters are used to create fresh,2,0
3675,PoolManager,class urllib3^connectionpool.connectionpool instances.,2,0
2652,Environment,loader,2,0
2654,Environment,cache size,2,0
2655,Environment,the size of the cache.,2,0
2656,Environment,per default this is 400 which means,2,0
2658,Environment,out the least recently used template.,2,0
2661,Environment,1 the cache will not be cleaned.,2,0
2662,Environment,versionchanged 28,2,0
2664,Environment,auto reload,2,0
2666,Environment,sources may change ie file system or database .,2,0
2667,Environment,if,2,0
2670,Environment,will reload the template.,2,0
2671,Environment,for higher performance it s possible to,2,0
2672,Environment,disable that.,2,0
2673,Environment,bytecode cache,2,0
2675,Environment,cache for the internal jinja bytecode so that templates don t,2,0
2678,Environment,enable async,2,0
2680,Environment,you to take advantage of newer python features.,2,0
2681,Environment,this requires,2,0
2682,Environment,python 36 or later.,2,0
3732,Request,param method http method to use.,2,0
3733,Request,param url url to send.,2,0
3734,Request,param headers dictionary of headers to send.,2,0
3735,Request,param files dictionary of filename fileobject files to multipart upload.,2,0
3736,Request,param data the body to attach to the request.,2,0
3737,Request,if a dictionary or,2,0
3738,Request,"list of tuples key, value is provided, form encoding will",2,0
3739,Request,take place.,2,0
3740,Request,param json json for the body to attach to the request if files or data is not specified .,2,0
3741,Request,param params url parameters to append to the url.,2,0
3742,Request,if a dictionary or,2,0
3743,Request,"list of tuples key, value is provided, form encoding will",2,0
3744,Request,take place.,2,0
3745,Request,"param auth auth handler or user, pass tuple.",2,0
3746,Request,param cookies dictionary or cookiejar of cookies to attach to this request.,2,0
3747,Request,"param hooks dictionary of callback hooks, for internal usage.",2,0
3819,Retry,param int total,2,0
3820,Retry,total number of retries to allow.,2,0
3821,Retry,takes precedence over other counts.,2,0
3822,Retry,set to none to remove this constraint and fall back on other,2,0
3823,Retry,counts.,2,0
3824,Retry,it s a good idea to set this to some sensibly high value to,2,0
3825,Retry,account for unexpected edge cases and avoid infinite retry loops.,2,0
3826,Retry,set to 0 to fail on the first retry.,2,0
3827,Retry,set to false to disable and imply raise on redirect false .,2,0
3828,Retry,param int connect,2,0
3829,Retry,how many connection related errors to retry on.,2,0
3830,Retry,"these are errors raised before the request is sent to the remote server,",2,0
3832,Retry,set to 0 to fail on the first retry of this type.,2,0
3833,Retry,param int read,2,0
3834,Retry,how many times to retry on read errors.,2,0
3835,Retry,"these errors are raised after the request was sent to the server, so the",2,0
3836,Retry,request may have side effects.,2,0
3837,Retry,set to 0 to fail on the first retry of this type.,2,0
3838,Retry,param int redirect,2,0
3839,Retry,how many redirects to perform.,2,0
3840,Retry,limit this to avoid infinite redirect,2,0
3841,Retry,loops.,2,0
3842,Retry,"a redirect is a http response with a status code 301, 302, 303, 307 or",2,0
3843,Retry,308,2,0
3844,Retry,set to 0 to fail on the first retry of this type.,2,0
3845,Retry,set to false to disable and imply raise on redirect false .,2,0
3846,Retry,param int status,2,0
3847,Retry,how many times to retry on bad status codes.,2,0
3848,Retry,"these are retries made on responses, where status code matches",2,0
3849,Retry,status forcelist .,2,0
3850,Retry,set to 0 to fail on the first retry of this type.,2,0
3851,Retry,param iterable method whitelist,2,0
3852,Retry,set of uppercased http method verbs that we should retry on.,2,0
3853,Retry,"by default, we only retry on methods which are considered to be",2,0
3854,Retry,idempotent multiple requests with the same parameters end with the,2,0
3855,Retry,same state .,2,0
3856,Retry,see attr retry^default method whitelist .,2,0
3857,Retry,set to a false value to retry on any verb.,2,0
3858,Retry,param iterable status forcelist,2,0
3859,Retry,a set of integer http status codes that we should force a retry on.,2,0
3860,Retry,a retry is initiated if the request method is in method whitelist,2,0
3862,Retry,"by default, this is disabled with none .",2,0
3863,Retry,param float backoff factor,2,0
3864,Retry,a backoff factor to apply between attempts after the second try,2,0
3865,Retry,most errors are resolved immediately by a second try without a,2,0
3866,Retry,delay .,2,0
3867,Retry,urllib3 will sleep for,2,0
3868,Retry,backoff factor 2 number of total retries 1,2,0
3869,Retry,seconds.,2,0
3870,Retry,"if the backoff factor is 01, then func ^sleep will sleep",2,0
3871,Retry,"for 00s, 02s, 04s, .",2,0
3872,Retry,between retries.,2,0
3873,Retry,it will never be longer,2,0
3874,Retry,than attr retry^backoff max .,2,0
3875,Retry,"by default, backoff is disabled set to 0 .",2,0
3876,Retry,"param bool raise on redirect whether, if the number of redirects is",2,0
3877,Retry,"exhausted, to raise a maxretryerror, or to return a response with a",2,0
3878,Retry,response code in the 3xx range.,2,0
3879,Retry,param bool raise on status similar meaning to raise on redirect,2,0
3880,Retry,"whether we should raise an exception, or return a response,",2,0
3881,Retry,if status falls in status forcelist range and retries have,2,0
3882,Retry,been exhausted.,2,0
3883,Retry,param tuple history the history of the request encountered during,2,0
3884,Retry,each call to meth retry^increment .,2,0
3885,Retry,the list is in the order,2,0
3886,Retry,the requests occurred.,2,0
3887,Retry,each list item is of class class requesthistory .,2,0
3888,Retry,param bool respect retry after header,2,0
3889,Retry,whether to respect retry after header on status codes defined as,2,0
3890,Retry,attr retry^retry after status codes or not.,2,0
3891,Retry,param iterable remove headers on redirect,2,0
3892,Retry,sequence of headers to remove from the request when a response,2,0
3893,Retry,indicating a redirect is returned before firing off the redirected,2,0
3894,Retry,request.,2,0
3388,Option,param show default controls if the default value should be shown on the,2,0
3389,Option,help page.,2,0
3390,Option,"normally, defaults are not shown.",2,0
3391,Option,if this,2,0
3392,Option,"value is a string, it shows the string instead of the",2,0
3393,Option,value.,2,0
3394,Option,this is particularly useful for dynamic options.,2,0
3395,Option,param show envvar controls if an environment variable should be shown on,2,0
3397,Option,"normally, environment variables",2,0
3398,Option,are not shown.,2,0
3399,Option,param prompt if set to true or a non empty string then the user will be,2,0
3400,Option,prompted for input.,2,0
3401,Option,if set to true the prompt will be the,2,0
3402,Option,option name capitalized.,2,0
3403,Option,param confirmation prompt if set then the value will need to be confirmed,2,0
3404,Option,if it was prompted for.,2,0
3406,Option,hidden from the user.,2,0
3407,Option,this is useful for password,2,0
3408,Option,input.,2,0
3409,Option,param is flag forces this option to act as a flag.,2,0
3410,Option,the default is,2,0
3411,Option,auto detection.,2,0
3412,Option,param flag value which value should be used for this flag if it s,2,0
3413,Option,enabled.,2,0
3414,Option,this is set to a boolean automatically if,2,0
3415,Option,the option string contains a slash to mark two options.,2,0
3416,Option,param multiple if this is set to true then the argument is accepted,2,0
3417,Option,multiple times and recorded.,2,0
3418,Option,this is similar to nargs,2,0
3419,Option,in how it works but supports arbitrary number of,2,0
3420,Option,arguments.,2,0
3421,Option,param count this flag makes an option increment an integer.,2,0
3422,Option,param allow from autoenv if this is enabled then the value of this,2,0
3423,Option,parameter will be pulled from an environment,2,0
3424,Option,variable in case a prefix is defined on the,2,0
3425,Option,context.,2,0
3426,Option,param help the help string.,2,0
3427,Option,param hidden hide this option from help outputs.,2,0
2435,CallBlock,call is called with,2,0
2436,CallBlock,the unnamed macro as caller argument this node holds.,2,0
4014,SkipTo,parameters,2,0
4015,SkipTo,expr target expression marking the end of the data to be skipped,2,0
4016,SkipTo,"include default false if true, the target expression is also parsed",2,0
4017,SkipTo,the skipped text and target expression are returned as a 2 element list .,2,0
4018,SkipTo,ignore default none used to define grammars typically quoted strings and,2,0
4019,SkipTo,comments that might contain false matches to the target expression,2,0
4020,SkipTo,failon default none define expressions that are not allowed to be,2,0
4021,SkipTo,"included in the skipped test if found before the target expression is found,",2,0
4022,SkipTo,the skipto is not a match,2,0
2504,Context_,modifications on attr parent must not,2,0
2505,Context_,happen and modifications on attr vars are allowed from generated,2,0
2506,Context_,template code only.,2,0
2507,Context_,template filters and global functions marked as,2,0
2508,Context_,func contextfunction s get the active context passed as first argument,2,0
2509,Context_,and are allowed to access the context read only.,2,0
2510,Context_,"the template context supports read only dict operations get ,",2,0
2511,Context_,"keys , values , items , iterkeys , itervalues , iteritems ,",2,0
2512,Context_,"getitem , contains .",2,0
2513,Context_,additionally there is a meth resolve,2,0
2514,Context_,method that doesn t fail with a keyerror but returns an,2,0
2515,Context_,class undefined object for missing variables.,2,0
3045,KeyType,"keys can be bare unquoted , or quoted using basic , or literal",2,0
3046,KeyType,quotes following the same escaping rules as single line stringtype.,2,0
2547,DataViewSequence,each entry is an instance of item class .,2,0
5652,TransformerEncoderLayer,args,2,0
5653,TransformerEncoderLayer,d model the number of expected features in the input required .,2,0
5654,TransformerEncoderLayer,nhead the number of heads in the multiheadattention models required .,2,0
5655,TransformerEncoderLayer,dim feedforward the dimension of the feedforward network model default 2048 .,2,0
5656,TransformerEncoderLayer,dropout the dropout value default 01 .,2,0
5657,TransformerEncoderLayer,"activation the activation function of intermediate layer, relu or gelu default relu .",2,0
4644,BuildType,arguments,2,0
4645,BuildType,cmake build type env str the value of os^environ cmake build type .,2,0
5684,Unfold,and math represent arbitrary spatial dimensions.,2,0
4671,ConstantPad3d,args,2,0
4672,ConstantPad3d,"padding int, tuple the size of the padding.",2,0
4673,ConstantPad3d,"if is int , uses the same",2,0
4674,ConstantPad3d,padding in all boundaries.,2,0
4675,ConstantPad3d,"if a 6 tuple , uses",2,0
4676,ConstantPad3d,"math text padding left , math text padding right ,",2,0
4677,ConstantPad3d,"math text padding top , math text padding bottom ,",2,0
5701,Unfold,"the attr padding , attr stride and attr dilation arguments specify",2,0
4678,ConstantPad3d,"math text padding front , math text padding back",2,0
5702,Unfold,how the sliding blocks are retrieved.,2,0
5703,Unfold,attr stride controls the stride for the sliding blocks.,2,0
5704,Unfold,attr padding controls the amount of implicit zero paddings on both,2,0
5705,Unfold,sides for attr padding number of points for each dimension before,2,0
5706,Unfold,reshaping.,2,0
5707,Unfold,attr dilation controls the spacing between the kernel points also known as the trous algorithm.,2,0
5708,Unfold,"it is harder to describe, but this link has a nice visualization of what attr dilation does.",2,0
5709,Unfold,args,2,0
5710,Unfold,kernel size int or tuple the size of the sliding blocks,2,0
5711,Unfold,"stride int or tuple, optional the stride of the sliding blocks in the input",2,0
5712,Unfold,spatial dimensions.,2,0
5713,Unfold,default 1,2,0
5714,Unfold,"padding int or tuple, optional implicit zero padding to be added on",2,0
5715,Unfold,both sides of input.,2,0
5716,Unfold,default 0,2,0
5717,Unfold,"dilation int or tuple, optional a parameter that controls the",2,0
5718,Unfold,stride of elements within the,2,0
5719,Unfold,neighborhood.,2,0
5720,Unfold,default 1,2,0
5721,Unfold,"if attr kernel size , attr dilation , attr padding or",2,0
5722,Unfold,"attr stride is an int or a tuple of length 1, their values will be",2,0
5724,Unfold,for the case of two input spatial dimensions this operation is sometimes,2,0
5725,Unfold,called im2col .,2,0
5224,FisherSnedecor,args,2,0
5225,FisherSnedecor,df1 float or tensor degrees of freedom parameter 1,2,0
5226,FisherSnedecor,df2 float or tensor degrees of freedom parameter 2,2,0
4717,Conv3d,attr stride controls the stride for the cross correlation.,2,0
4718,Conv3d,attr padding controls the amount of implicit zero paddings on both,2,0
4719,Conv3d,sides for attr padding number of points for each dimension.,2,0
4720,Conv3d,attr dilation controls the spacing between the kernel points also known as the trous algorithm.,2,0
4721,Conv3d,"it is harder to describe, but this link has a nice visualization of what attr dilation does.",2,0
4722,Conv3d,attr groups controls the connections between inputs and outputs.,2,0
4723,Conv3d,attr in channels and attr out channels must both be divisible by,2,0
4724,Conv3d,attr groups .,2,0
4214,Adadelta,arguments,2,0
4215,Adadelta,params iterable iterable of parameters to optimize or dicts defining,2,0
4216,Adadelta,parameter groups,2,0
4217,Adadelta,"rho float, optional coefficient used for computing a running average",2,0
4218,Adadelta,of squared gradients default 09,2,0
4219,Adadelta,"eps float, optional term added to the denominator to improve",2,0
4220,Adadelta,numerical stability default 1e 6,2,0
4221,Adadelta,"lr float, optional coefficient that scale delta before it is applied",2,0
4222,Adadelta,to the parameters default 10,2,0
4734,Conv3d,"the parameters attr kernel size , attr stride , attr padding , attr dilation can either be",2,0
4223,Adadelta,"weight decay float, optional weight decay l2 penalty default 0",2,0
4735,Conv3d,"a single int in which case the same value is used for the depth, height and width dimension",2,0
4736,Conv3d,"a tuple of three ints in which case, the first int is used for the depth dimension,",2,0
4737,Conv3d,the second int for the height dimension and the third int for the width dimension,2,0
5257,LBFGS,arguments,2,0
5258,LBFGS,lr float learning rate default 1,2,0
5259,LBFGS,max iter int maximal number of iterations per optimization step,2,0
5260,LBFGS,default 20,2,0
5261,LBFGS,max eval int maximal number of function evaluations per optimization,2,0
5262,LBFGS,step default max iter 125 .,2,0
4239,Adam,arguments,2,0
5263,LBFGS,tolerance grad float termination tolerance on first order optimality,2,0
4240,Adam,params iterable iterable of parameters to optimize or dicts defining,2,0
4752,Conv3d,args,2,0
5264,LBFGS,default 1e 5 .,2,0
4241,Adam,parameter groups,2,0
4753,Conv3d,in channels int number of channels in the input image,2,0
5265,LBFGS,tolerance change float termination tolerance on function,2,0
4242,Adam,"lr float, optional learning rate default 1e 3",2,0
4754,Conv3d,out channels int number of channels produced by the convolution,2,0
5266,LBFGS,value parameter changes default 1e 9 .,2,0
4243,Adam,"betas tuple float, float , optional coefficients used for computing",2,0
4755,Conv3d,kernel size int or tuple size of the convolving kernel,2,0
5267,LBFGS,history size int update history size default 100 .,2,0
4244,Adam,"running averages of gradient and its square default 09, 0999",2,0
4756,Conv3d,"stride int or tuple, optional stride of the convolution.",2,0
5268,LBFGS,line search fn str either strong wolfe or none default none .,2,0
4245,Adam,"eps float, optional term added to the denominator to improve",2,0
4757,Conv3d,default 1,2,0
4246,Adam,numerical stability default 1e 8,2,0
4758,Conv3d,"padding int or tuple, optional zero padding added to all three sides of the input.",2,0
4247,Adam,"weight decay float, optional weight decay l2 penalty default 0",2,0
4759,Conv3d,default 0,2,0
4248,Adam,"amsgrad boolean, optional whether to use the amsgrad variant of this",2,0
4760,Conv3d,"padding mode string, optional .",2,0
4249,Adam,algorithm from the paper on the convergence of adam and beyond,2,0
4761,Conv3d,accepted values zeros and circular default zeros,2,0
4250,Adam,default false,2,0
4762,Conv3d,"dilation int or tuple, optional spacing between kernel elements.",2,0
4763,Conv3d,default 1,2,0
4764,Conv3d,"groups int, optional number of blocked connections from input channels to output channels.",2,0
4765,Conv3d,default 1,2,0
4766,Conv3d,"bias bool, optional if true , adds a learnable bias to the output.",2,0
4767,Conv3d,default true,2,0
4275,Adamax,arguments,2,0
4276,Adamax,params iterable iterable of parameters to optimize or dicts defining,2,0
4277,Adamax,parameter groups,2,0
4278,Adamax,"lr float, optional learning rate default 2e 3",2,0
4279,Adamax,"betas tuple float, float , optional coefficients used for computing",2,0
4280,Adamax,running averages of gradient and its square,2,0
4281,Adamax,"eps float, optional term added to the denominator to improve",2,0
4282,Adamax,numerical stability default 1e 8,2,0
4283,Adamax,"weight decay float, optional weight decay l2 penalty default 0",2,0
4299,AdaptiveMaxPool3d,args,2,0
4300,AdaptiveMaxPool3d,output size the target output size of the image of the form d x h x w.,2,0
4301,AdaptiveMaxPool3d,"can be a tuple d, h, w or a single d for a cube d x d x d.",2,0
4302,AdaptiveMaxPool3d,"d, h and w can be either a int , or none which means the size will",2,0
4303,AdaptiveMaxPool3d,be the same as that of the input.,2,0
4304,AdaptiveMaxPool3d,"return indices if true , will return the indices along with the outputs.",2,0
4305,AdaptiveMaxPool3d,useful to pass to nn^maxunpool3d.,2,0
4306,AdaptiveMaxPool3d,default false,2,0
5336,MultiLabelMarginLoss,args,2,0
5337,MultiLabelMarginLoss,"size average bool, optional deprecated see attr reduction .",2,0
5338,MultiLabelMarginLoss,"by default,",2,0
5339,MultiLabelMarginLoss,the losses are averaged over each loss element in the batch.,2,0
5340,MultiLabelMarginLoss,note that for,2,0
5341,MultiLabelMarginLoss,"some losses, there are multiple elements per sample.",2,0
5342,MultiLabelMarginLoss,if the field attr size average,2,0
5343,MultiLabelMarginLoss,"is set to false , the losses are instead summed for each minibatch.",2,0
5344,MultiLabelMarginLoss,ignored,2,0
5345,MultiLabelMarginLoss,when reduce is false .,2,0
5346,MultiLabelMarginLoss,default true,2,0
5347,MultiLabelMarginLoss,"reduce bool, optional deprecated see attr reduction .",2,0
5349,MultiLabelMarginLoss,losses are averaged or summed over observations for each minibatch depending,2,0
5350,MultiLabelMarginLoss,on attr size average .,2,0
5351,MultiLabelMarginLoss,"when attr reduce is false , returns a loss per",2,0
5352,MultiLabelMarginLoss,batch element instead and ignores attr size average .,2,0
5353,MultiLabelMarginLoss,default true,2,0
5354,MultiLabelMarginLoss,"reduction string, optional specifies the reduction to apply to the output",2,0
5355,MultiLabelMarginLoss,none mean sum .,2,0
5356,MultiLabelMarginLoss,"none no reduction will be applied,",2,0
5357,MultiLabelMarginLoss,mean the sum of the output will be divided by the number of,2,0
5358,MultiLabelMarginLoss,"elements in the output, sum the output will be summed.",2,0
5359,MultiLabelMarginLoss,note attr size average,2,0
5360,MultiLabelMarginLoss,"and attr reduce are in the process of being deprecated, and in the meantime,",2,0
5362,MultiLabelMarginLoss,default mean,2,0
4374,BatchNorm1d,args,2,0
4375,BatchNorm1d,num features math c from an expected input of size,2,0
4376,BatchNorm1d,"math n, c, l or math l from input of size math n, l",2,0
4377,BatchNorm1d,eps a value added to the denominator for numerical stability.,2,0
4378,BatchNorm1d,default 1e 5,2,0
4379,BatchNorm1d,momentum the value used for the running mean and running var,2,0
4380,BatchNorm1d,computation.,2,0
4381,BatchNorm1d,can be set to none for cumulative moving average,2,0
4893,CyclicLR,triangular a basic triangular cycle without amplitude scaling.,2,0
4382,BatchNorm1d,ie simple average .,2,0
4894,CyclicLR,triangular2 a basic triangular cycle that scales initial amplitude by half each cycle.,2,0
4383,BatchNorm1d,default 01,2,0
4895,CyclicLR,exp range a cycle that scales initial amplitude by math text gamma ^ text cycle iterations,2,0
4384,BatchNorm1d,"affine a boolean value that when set to true , this module has",2,0
4896,CyclicLR,at each cycle iteration.,2,0
4385,BatchNorm1d,learnable affine parameters.,2,0
4386,BatchNorm1d,default true,2,0
4387,BatchNorm1d,"track running stats a boolean value that when set to true , this",2,0
4388,BatchNorm1d,"module tracks the running mean and variance, and when set to false ,",2,0
4389,BatchNorm1d,this module does not track such statistics and always uses batch,2,0
4390,BatchNorm1d,statistics in both training and eval modes.,2,0
4391,BatchNorm1d,default true,2,0
5449,OneHotCategorical,args,2,0
5450,OneHotCategorical,probs tensor event probabilities,2,0
5451,OneHotCategorical,logits tensor event log probabilities,2,0
5472,Poisson,args,2,0
5473,Poisson,"rate number, tensor the rate parameter",2,0
4472,BCEWithLogitsLoss,"default mean , then",2,0
5510,SGD,args,2,0
5511,SGD,params iterable iterable of parameters to optimize or dicts defining,2,0
5512,SGD,parameter groups,2,0
5513,SGD,lr float learning rate,2,0
5514,SGD,"momentum float, optional momentum factor default 0",2,0
5515,SGD,"weight decay float, optional weight decay l2 penalty default 0",2,0
5516,SGD,"dampening float, optional dampening for momentum default 0",2,0
5517,SGD,"nesterov bool, optional enables nesterov momentum default false",2,0
4503,BCEWithLogitsLoss,args,2,0
4504,BCEWithLogitsLoss,"weight tensor, optional a manual rescaling weight given to the loss",2,0
4505,BCEWithLogitsLoss,of each batch element.,2,0
4506,BCEWithLogitsLoss,"if given, has to be a tensor of size nbatch .",2,0
4507,BCEWithLogitsLoss,"size average bool, optional deprecated see attr reduction .",2,0
4508,BCEWithLogitsLoss,"by default,",2,0
4509,BCEWithLogitsLoss,the losses are averaged over each loss element in the batch.,2,0
4510,BCEWithLogitsLoss,note that for,2,0
4511,BCEWithLogitsLoss,"some losses, there are multiple elements per sample.",2,0
4512,BCEWithLogitsLoss,if the field attr size average,2,0
4513,BCEWithLogitsLoss,"is set to false , the losses are instead summed for each minibatch.",2,0
4514,BCEWithLogitsLoss,ignored,2,0
4515,BCEWithLogitsLoss,when reduce is false .,2,0
4516,BCEWithLogitsLoss,default true,2,0
4517,BCEWithLogitsLoss,"reduce bool, optional deprecated see attr reduction .",2,0
4519,BCEWithLogitsLoss,losses are averaged or summed over observations for each minibatch depending,2,0
4520,BCEWithLogitsLoss,on attr size average .,2,0
4521,BCEWithLogitsLoss,"when attr reduce is false , returns a loss per",2,0
4522,BCEWithLogitsLoss,batch element instead and ignores attr size average .,2,0
4523,BCEWithLogitsLoss,default true,2,0
4524,BCEWithLogitsLoss,"reduction string, optional specifies the reduction to apply to the output",2,0
4525,BCEWithLogitsLoss,none mean sum .,2,0
4526,BCEWithLogitsLoss,"none no reduction will be applied,",2,0
4527,BCEWithLogitsLoss,mean the sum of the output will be divided by the number of,2,0
4528,BCEWithLogitsLoss,"elements in the output, sum the output will be summed.",2,0
4529,BCEWithLogitsLoss,note attr size average,2,0
4530,BCEWithLogitsLoss,"and attr reduce are in the process of being deprecated, and in the meantime,",2,0
4532,BCEWithLogitsLoss,default mean,2,0
4533,BCEWithLogitsLoss,"pos weight tensor, optional a weight of positive examples.",2,0
4534,BCEWithLogitsLoss,must be a vector with length equal to the number of classes.,2,0
4535,BCEWithLogitsLoss,shape,2,0
4536,BCEWithLogitsLoss,"input math n, where math means, any number of additional dimensions",2,0
4538,BCEWithLogitsLoss,output scalar.,2,0
4539,BCEWithLogitsLoss,"if attr reduction is none , then math n, , same",2,0
5578,Subset,arguments,2,0
5579,Subset,dataset dataset the whole dataset,2,0
5068,EmbeddingBag,args,2,0
5580,Subset,indices sequence indices in the whole set selected for subset,2,0
5069,EmbeddingBag,num embeddings int size of the dictionary of embeddings,2,0
5070,EmbeddingBag,embedding dim int the size of each embedding vector,2,0
5071,EmbeddingBag,"max norm float, optional if given, each embedding vector with norm larger than attr max norm",2,0
5072,EmbeddingBag,is renormalized to have norm attr max norm .,2,0
5073,EmbeddingBag,"norm type float, optional the p of the p norm to compute for the attr max norm option.",2,0
5074,EmbeddingBag,default 2 .,2,0
5075,EmbeddingBag,"scale grad by freq boolean, optional if given, this will scale gradients by the inverse of frequency of",2,0
5076,EmbeddingBag,the words in the mini batch.,2,0
5077,EmbeddingBag,default false .,2,0
5079,EmbeddingBag,"mode string, optional sum , mean or max .",2,0
5080,EmbeddingBag,specifies the way to reduce the bag.,2,0
5081,EmbeddingBag,"sum computes the weighted sum, taking attr per sample weights",2,0
5082,EmbeddingBag,into consideration.,2,0
5083,EmbeddingBag,mean computes the average of the values,2,0
5084,EmbeddingBag,"in the bag, max computes the max value over each bag.",2,0
5085,EmbeddingBag,default mean,2,0
5086,EmbeddingBag,"sparse bool, optional if true , gradient w^r.t. attr weight matrix will be a sparse tensor.",2,0
5087,EmbeddingBag,see,2,0
5088,EmbeddingBag,notes for more details regarding sparse gradients.,2,0
5089,EmbeddingBag,note this option is not,2,0
5090,EmbeddingBag,supported when mode max .,2,0
896,XFrameOptionsMiddleware,response can only be loaded on a frame within the same site.,0,0
897,XFrameOptionsMiddleware,to prevent the,0,0
898,XFrameOptionsMiddleware,"response from being loaded in a frame in any site, set x frame options in",0,0
387,Individual,"it won t be registered with the admin, so the",0,0
899,XFrameOptionsMiddleware,your project s django settings to deny .,0,0
388,Individual,corresponding raw id widget won t have a magnifying glass link to select,0,0
