Repository,Issue/PR Number,Type,Author,Date,Comment Body,URL
facebook/react,35509,Pull Request,yujiteshima,2026-01-14 16:06:08+00:00,"## Summary

This PR fixes a ReDoS (Regular Expression Denial of Service) vulnerability in the Firefox stack trace parser.

Fixes #35490

The original regex pattern `(?:.*"".+"")?[^@]*` in `firefoxFrameRegExp` contained nested quantifiers that could cause catastrophic backtracking when processing malicious inputs. With a crafted input containing 2000 repeated patterns, the regex took over 2.5 seconds to process, causing the DevTools to become unresponsive.

**The fix:** Changed `.*"".+""` to `""[^""]+""` using a negated character class. This achieves O(n) linear time complexity while preserving identical matching behavior for all valid Firefox stack frames.

| Input | Before | After |
|-------|--------|-------|
| Malicious (2000 repeats) | 2500+ ms | 0 ms |
| Valid Firefox stack frames | ✅ Works | ✅ Works |

## How did you test this change?

1. **Verified the fix resolves the vulnerability:**
```javascript
const firefoxFrameRegExp = /^((?:""[^""]+"")?[^@]*)@(.+):(\d+):(\d+)$/;
const nullChar = String.fromCharCode(0);
const maliciousInput = ' ' + ('""' + nullChar).repeat(2000) + '\r!\r!';

const start = Date.now();
firefoxFrameRegExp.test(maliciousInput);
console.log(Date.now() - start + 'ms'); // 0ms (was 2500+ ms)
```

2. **Verified existing functionality is preserved:**
```javascript
// All valid Firefox stack traces still parse correctly
'tt@https://react.dev/_next/static/chunks/363.js:1:165558' // ✅
'f@https://react.dev/_next/static/chunks/pages/app.js:1:8535' // ✅
'""quoted""@file:1:1' // ✅
'funcName@file:1:1' // ✅
```

3. **Added a regression test** to prevent future ReDoS vulnerabilities in this regex.

4. **Ran the standard checks:**
```
yarn linc            # ✅ Lint passed
yarn flow dom-node   # ✅ No errors
yarn prettier        # ✅ Formatted
```
",https://github.com/facebook/react/pull/35509
facebook/react,35508,Pull Request,javache,2026-01-14 13:44:01+00:00,"## Summary

This has been fully rolled out internally and was manually merged in the RN release in https://github.com/facebook/react-native/commit/0411c43b3a239384c778baad22c7b4c501008449

## How did you test this change?

`yarn flow fabric`
",https://github.com/facebook/react/pull/35508
facebook/react,35508,Pull Request,react-sizebot,2026-01-14 13:47:33+00:00,"
<!--
  0 failure: 
  0 warning: 
  
  1 markdown notices
  DangerID: danger-id-stable;
-->




Comparing: 3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4...c0b8732c2a27984a93ccc5ed16b42842d522f66a

## Critical size changes

Includes critical production bundles, as well as any change greater than 2%:


  | Name | +/- | Base | Current | +/- gzip | Base gzip | Current gzip |
  | ---- | --- | ---- | ------- | -------- | --------- | ------------ |
| [oss-stable/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/c0b8732c2a27984a93ccc5ed16b42842d522f66a/files/oss-stable/react-dom/cjs/react-dom.production.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 6.84 kB | 6.84 kB | +0.05% | 1.88 kB | 1.88 kB
| [oss-stable/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/c0b8732c2a27984a93ccc5ed16b42842d522f66a/files/oss-stable/react-dom/cjs/react-dom-client.production.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 607.92 kB | 607.92 kB | = | 107.61 kB | 107.61 kB
| [oss-experimental/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/c0b8732c2a27984a93ccc5ed16b42842d522f66a/files/oss-experimental/react-dom/cjs/react-dom.production.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 6.84 kB | 6.84 kB | +0.16% | 1.88 kB | 1.88 kB
| [oss-experimental/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/c0b8732c2a27984a93ccc5ed16b42842d522f66a/files/oss-experimental/react-dom/cjs/react-dom-client.production.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 667.15 kB | 667.15 kB | = | 117.50 kB | 117.50 kB
| [facebook-www/ReactDOM-prod.classic.js](https://react-builds.vercel.app/commits/c0b8732c2a27984a93ccc5ed16b42842d522f66a/files/facebook-www/ReactDOM-prod.classic.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 693.27 kB | 693.27 kB | = | 122.00 kB | 122.00 kB
| [facebook-www/ReactDOM-prod.modern.js](https://react-builds.vercel.app/commits/c0b8732c2a27984a93ccc5ed16b42842d522f66a/files/facebook-www/ReactDOM-prod.modern.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 683.65 kB | 683.65 kB | = | 120.39 kB | 120.39 kB

## Significant size changes

Includes any change greater than 0.2%:

(No significant changes)

<p align=""right"">
  Generated by :no_entry_sign: <a href=""https://danger.systems/js"">dangerJS</a> against c0b8732c2a27984a93ccc5ed16b42842d522f66a
</p>
",https://github.com/facebook/react/pull/35508#issuecomment-3749642964
facebook/react,35507,Pull Request,manjot-dhaliwal,2026-01-14 05:40:12+00:00,"Summary
This PR improves the clarity of the Installation section in README.md by removing redundant text. The phrase ""to use as little or as much React as you need"" was repeated on both line 13 (in the section introduction) and line 16 (in the bullet point for ""Add React to an Existing Project"").
I've updated line 16 to say ""to integrate React into your current codebase"" instead, which is more specific and descriptive while eliminating the redundancy.
How did you test this change?
This is a documentation-only change that improves readability. I verified:
The change maintains the same meaning and intent
The text flows better without the redundancy
No code or functionality is affected
The markdown formatting is correct",https://github.com/facebook/react/pull/35507
facebook/react,35507,Pull Request,meta-cla[bot],2026-01-14 05:40:18+00:00,"Hi @manjot-dhaliwal! 

Thank you for your pull request and welcome to our community. 

# Action Required

In order to merge **any pull request** (code, docs, etc.), we **require** contributors to sign our **Contributor License Agreement**, and we don't seem to have one on file for you.

# Process

In order for us to review and merge your suggested changes, please sign at <https://code.facebook.com/cla>. **If you are contributing on behalf of someone else (eg your employer)**, the individual CLA may not be sufficient and your employer may need to sign the corporate CLA.

Once the CLA is signed, our tooling will perform checks and validations. Afterwards, the **pull request will be tagged** with `CLA signed`. The tagging process may take up to 1 hour after signing. Please give it that time before contacting us about it.

If you have received this in error or have any questions, please contact us at [cla@meta.com](mailto:cla@meta.com?subject=CLA%20for%20facebook%2Freact%20%2335507). Thanks!",https://github.com/facebook/react/pull/35507#issuecomment-3747871312
facebook/react,35507,Pull Request,meta-cla[bot],2026-01-14 06:13:44+00:00,Thank you for signing our Contributor License Agreement. We can now accept your code for this (and any) Meta Open Source project. Thanks!,https://github.com/facebook/react/pull/35507#issuecomment-3747949214
facebook/react,35506,Pull Request,lubieowoce,2026-01-14 04:35:13+00:00,"Currently, when we're re-encoding a lazy chunk that came from a flight stream, we wait for the chunk to resolve, and then forward the debug info. This unnecessarily delays debug info that's already available while the chunk is still pending, like stack info. This PR attempts to make it so that we emit whatever debug info we have before initializing the lazy chunk (which may suspend), and then emit the rest after.",https://github.com/facebook/react/pull/35506
facebook/react,35506,Pull Request,react-sizebot,2026-01-14 04:38:34+00:00,"
<!--
  0 failure: 
  0 warning: 
  
  1 markdown notices
  DangerID: danger-id-stable;
-->




Comparing: 3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4...67a6c840bfbcc342efaeb831516d39edb3811f45

## Critical size changes

Includes critical production bundles, as well as any change greater than 2%:


  | Name | +/- | Base | Current | +/- gzip | Base gzip | Current gzip |
  | ---- | --- | ---- | ------- | -------- | --------- | ------------ |
| [oss-stable/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/67a6c840bfbcc342efaeb831516d39edb3811f45/files/oss-stable/react-dom/cjs/react-dom.production.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 6.84 kB | 6.84 kB | +0.11% | 1.88 kB | 1.88 kB
| [oss-stable/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/67a6c840bfbcc342efaeb831516d39edb3811f45/files/oss-stable/react-dom/cjs/react-dom-client.production.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 607.92 kB | 607.60 kB | = | 107.61 kB | 107.54 kB
| [oss-experimental/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/67a6c840bfbcc342efaeb831516d39edb3811f45/files/oss-experimental/react-dom/cjs/react-dom.production.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 6.84 kB | 6.84 kB | +0.16% | 1.88 kB | 1.88 kB
| [oss-experimental/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/67a6c840bfbcc342efaeb831516d39edb3811f45/files/oss-experimental/react-dom/cjs/react-dom-client.production.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 667.15 kB | 666.83 kB | = | 117.50 kB | 117.42 kB
| [facebook-www/ReactDOM-prod.classic.js](https://react-builds.vercel.app/commits/67a6c840bfbcc342efaeb831516d39edb3811f45/files/facebook-www/ReactDOM-prod.classic.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 693.27 kB | 692.91 kB | = | 122.00 kB | 121.92 kB
| [facebook-www/ReactDOM-prod.modern.js](https://react-builds.vercel.app/commits/67a6c840bfbcc342efaeb831516d39edb3811f45/files/facebook-www/ReactDOM-prod.modern.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 683.65 kB | 683.34 kB | = | 120.39 kB | 120.31 kB

## Significant size changes

Includes any change greater than 0.2%:


<details>
<summary>Expand to show</summary>

  | Name | +/- | Base | Current | +/- gzip | Base gzip | Current gzip |
  | ---- | --- | ---- | ------- | -------- | --------- | ------------ |
| [oss-stable-semver/react-server/cjs/react-server-flight.development.js](https://react-builds.vercel.app/commits/67a6c840bfbcc342efaeb831516d39edb3811f45/files/oss-stable-semver/react-server/cjs/react-server-flight.development.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **+0.61%** | 143.70 kB | 144.57 kB | +0.69% | 25.64 kB | 25.82 kB
| [oss-stable/react-server/cjs/react-server-flight.development.js](https://react-builds.vercel.app/commits/67a6c840bfbcc342efaeb831516d39edb3811f45/files/oss-stable/react-server/cjs/react-server-flight.development.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **+0.61%** | 143.70 kB | 144.57 kB | +0.69% | 25.64 kB | 25.82 kB
| [oss-experimental/react-server/cjs/react-server-flight.development.js](https://react-builds.vercel.app/commits/67a6c840bfbcc342efaeb831516d39edb3811f45/files/oss-experimental/react-server/cjs/react-server-flight.development.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **+0.60%** | 145.79 kB | 146.66 kB | +0.74% | 26.10 kB | 26.29 kB
| [oss-stable-semver/react-server-dom-parcel/cjs/react-server-dom-parcel-server.browser.development.js](https://react-builds.vercel.app/commits/67a6c840bfbcc342efaeb831516d39edb3811f45/files/oss-stable-semver/react-server-dom-parcel/cjs/react-server-dom-parcel-server.browser.development.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **+0.44%** | 196.96 kB | 197.84 kB | +0.52% | 35.59 kB | 35.77 kB
| [oss-stable/react-server-dom-parcel/cjs/react-server-dom-parcel-server.browser.development.js](https://react-builds.vercel.app/commits/67a6c840bfbcc342efaeb831516d39edb3811f45/files/oss-stable/react-server-dom-parcel/cjs/react-server-dom-parcel-server.browser.development.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **+0.44%** | 196.96 kB | 197.84 kB | +0.52% | 35.59 kB | 35.77 kB
| [oss-experimental/react-server-dom-parcel/cjs/react-server-dom-parcel-server.browser.development.js](https://react-builds.vercel.app/commits/67a6c840bfbcc342efaeb831516d39edb3811f45/files/oss-experimental/react-server-dom-parcel/cjs/react-server-dom-parcel-server.browser.development.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **+0.44%** | 199.07 kB | 199.94 kB | +0.46% | 36.03 kB | 36.20 kB
| [oss-stable-semver/react-server-dom-parcel/cjs/react-server-dom-parcel-server.edge.development.js](https://react-builds.vercel.app/commits/67a6c840bfbcc342efaeb831516d39edb3811f45/files/oss-stable-semver/react-server-dom-parcel/cjs/react-server-dom-parcel-serve",https://github.com/facebook/react/pull/35506#issuecomment-3747660192
facebook/react,35505,Pull Request,dependabot[bot],2026-01-13 20:55:46+00:00,"Bumps [qs](https://github.com/ljharb/qs) from 6.4.0 to 6.4.1.
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/ljharb/qs/blob/main/CHANGELOG.md"">qs's changelog</a>.</em></p>
<blockquote>
<h2><strong>6.4.1</strong></h2>
<ul>
<li>[Fix] <code>parse</code>: ignore <code>__proto__</code> keys (<a href=""https://redirect.github.com/ljharb/qs/issues/428"">#428</a>)</li>
<li>[Fix] fix for an impossible situation: when the formatter is called with a non-string value</li>
<li>[Fix] use <code>safer-buffer</code> instead of <code>Buffer</code> constructor</li>
<li>[Fix] <code>utils.merge</code>: avoid a crash with a null target and an array source</li>
<li>[Fix] <code>utils.merge</code>: avoid a crash with a null target and a truthy non-array source</li>
<li>[Fix] <code>stringify</code>: fix a crash with <code>strictNullHandling</code> and a custom <code>filter</code>/<code>serializeDate</code> (<a href=""https://redirect.github.com/ljharb/qs/issues/279"">#279</a>)</li>
<li>[Fix] <code>utils</code>: <code>merge</code>: fix crash when <code>source</code> is a truthy primitive &amp; no options are provided</li>
<li>[Fix] when <code>parseArrays</code> is false, properly handle keys ending in <code>[]</code></li>
<li>[Robustness] <code>stringify</code>: avoid relying on a global <code>undefined</code> (<a href=""https://redirect.github.com/ljharb/qs/issues/427"">#427</a>)</li>
<li>[Refactor] use cached <code>Array.isArray</code></li>
<li>[Refactor] <code>stringify</code>: Avoid arr = arr.concat(...), push to the existing instance (<a href=""https://redirect.github.com/ljharb/qs/issues/269"">#269</a>)</li>
<li>[readme] remove travis badge; add github actions/codecov badges; update URLs</li>
<li>[Docs] Clarify the need for &quot;arrayLimit&quot; option</li>
<li>[meta] fix README.md (<a href=""https://redirect.github.com/ljharb/qs/issues/399"">#399</a>)</li>
<li>[meta] Clean up license text so it’s properly detected as BSD-3-Clause</li>
<li>[meta] add FUNDING.yml</li>
<li>[actions] backport actions from main</li>
<li>[Tests] remove nonexistent tape option</li>
<li>[Dev Deps] backport from main</li>
</ul>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/ljharb/qs/commit/486aa46547b4e878d6e87183de95dd26d46fb020""><code>486aa46</code></a> v6.4.1</li>
<li><a href=""https://github.com/ljharb/qs/commit/727ef5d34605108acb3513f72d5435972ed15b68""><code>727ef5d</code></a> [Fix] <code>parse</code>: ignore <code>__proto__</code> keys (<a href=""https://redirect.github.com/ljharb/qs/issues/428"">#428</a>)</li>
<li><a href=""https://github.com/ljharb/qs/commit/cd1874eb179950de3f5b32e708b4a3a2d0619501""><code>cd1874e</code></a> [Robustness] <code>stringify</code>: avoid relying on a global <code>undefined</code> (<a href=""https://redirect.github.com/ljharb/qs/issues/427"">#427</a>)</li>
<li><a href=""https://github.com/ljharb/qs/commit/45e987c6038db47199a560294c20a67da9ab49e3""><code>45e987c</code></a> [readme] remove travis badge; add github actions/codecov badges; update URLs</li>
<li><a href=""https://github.com/ljharb/qs/commit/90a3bced518c6ff4a97919d10de9498fea961acf""><code>90a3bce</code></a> [meta] fix README.md (<a href=""https://redirect.github.com/ljharb/qs/issues/399"">#399</a>)</li>
<li><a href=""https://github.com/ljharb/qs/commit/9566d25019caae8c4f1a9097bf344238a583d014""><code>9566d25</code></a> [Fix] fix for an impossible situation: when the formatter is called with a no...</li>
<li><a href=""https://github.com/ljharb/qs/commit/74227ef022282881f41d37d65adba5d399d2b33a""><code>74227ef</code></a> Clean up license text so it’s properly detected as BSD-3-Clause</li>
<li><a href=""https://github.com/ljharb/qs/commit/35dfb227e274367e163b3d943fc975f95448685a""><code>35dfb22</code></a> [actions] backport actions from main</li>
<li><a href=""https://github.com/ljharb/qs/commit/7d4670fca6ed46a1fc6237bccffe0ea82a641411""><code>7d4670f</code></a> [Dev Deps] backport from main</li>
<li><a href=""https://github.com/ljharb/qs/commit/0485440902d3fc03d1d973d91af5a183fa4e3059""><code>0485440</code></a> [Fix] use <code>safer-buffer</code> instead of <code>Buffer</code> constructor</li>
<li>Additional commits viewable in <a href=""https://github.com/ljharb/qs/compare/v6.4.0...v6.4.1"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=qs&package-manager=npm_and_yarn&previous-version=6.4.0&new-version=6.4.1)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions ",https://github.com/facebook/react/pull/35505
facebook/react,35505,Pull Request,react-sizebot,2026-01-13 20:59:13+00:00,"
<!--
  0 failure: 
  0 warning: 
  
  1 markdown notices
  DangerID: danger-id-stable;
-->




Comparing: 3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4...d3583d403af38436ce37ad045f81bc834824ad72

## Critical size changes

Includes critical production bundles, as well as any change greater than 2%:


  | Name | +/- | Base | Current | +/- gzip | Base gzip | Current gzip |
  | ---- | --- | ---- | ------- | -------- | --------- | ------------ |
| [oss-stable/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/d3583d403af38436ce37ad045f81bc834824ad72/files/oss-stable/react-dom/cjs/react-dom.production.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 6.84 kB | 6.84 kB | +0.05% | 1.88 kB | 1.88 kB
| [oss-stable/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/d3583d403af38436ce37ad045f81bc834824ad72/files/oss-stable/react-dom/cjs/react-dom-client.production.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 607.92 kB | 607.92 kB | = | 107.61 kB | 107.61 kB
| [oss-experimental/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/d3583d403af38436ce37ad045f81bc834824ad72/files/oss-experimental/react-dom/cjs/react-dom.production.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 6.84 kB | 6.84 kB | +0.11% | 1.88 kB | 1.88 kB
| [oss-experimental/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/d3583d403af38436ce37ad045f81bc834824ad72/files/oss-experimental/react-dom/cjs/react-dom-client.production.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 667.15 kB | 667.15 kB | = | 117.50 kB | 117.50 kB
| [facebook-www/ReactDOM-prod.classic.js](https://react-builds.vercel.app/commits/d3583d403af38436ce37ad045f81bc834824ad72/files/facebook-www/ReactDOM-prod.classic.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 693.27 kB | 693.27 kB | = | 122.00 kB | 122.00 kB
| [facebook-www/ReactDOM-prod.modern.js](https://react-builds.vercel.app/commits/d3583d403af38436ce37ad045f81bc834824ad72/files/facebook-www/ReactDOM-prod.modern.js?compare=3e1abcc8d7083a13adf4774feb0d67ecbe4a2bc4) | **=** | 683.65 kB | 683.65 kB | = | 120.39 kB | 120.39 kB

## Significant size changes

Includes any change greater than 0.2%:

(No significant changes)

<p align=""right"">
  Generated by :no_entry_sign: <a href=""https://danger.systems/js"">dangerJS</a> against d3583d403af38436ce37ad045f81bc834824ad72
</p>
",https://github.com/facebook/react/pull/35505#issuecomment-3746550541
facebook/react,35504,Pull Request,eps1lon,2026-01-13 18:25:40+00:00,"Stacked on https://github.com/facebook/react/pull/35503

If you click outside a React root in the Elements panel, we want to give eedback that no selection is possible so we clear the selection. Otherwise clicking outside a React root is indistinguishable from clicking a different host node that leads to the same selected React element due to Component filters.

## Test plan

1. Open a document where not all DOM nodes are rendered by React e.g. https://react.new/
1. Select a DOM node owned by React
1. Select a DOM node not owned by React

https://github.com/user-attachments/assets/6840d768-bc04-4386-8c91-a86ef37feed2

1. Open a document where not all DOM nodes are rendered by React e.g. https://react.new/
1. Open Components panel
1. inspect element
1. Open Elements panel (should clear inspection since the selected host node is not owned by React)

https://github.com/user-attachments/assets/fcc83ca3-22b2-41fa-9330-76091cfc4608





",https://github.com/facebook/react/pull/35504
facebook/react,35503,Pull Request,eps1lon,2026-01-13 15:34:34+00:00,"Stacked on https://github.com/facebook/react/pull/35240

We used to only show a blank pane when no element is selected. This was ok when we only showed the inspected element pane in the Components and Suspense tab since you couldn't escape inspection.

However, when showing the inspected element pane in the browsers Elements panel, you can select  elements that aren't owned by React and therefore won't inspect an element. Now we show a configurable fallback.

For the inspected element pane in the browser's Elements panel, we display ""No element rendered by React selected."". 

<img width=""878"" height=""133"" alt=""CleanShot 2026-01-13 at 16 20 50@2x"" src=""https://github.com/user-attachments/assets/5bb3e0d5-8b57-49db-80cd-044b838d204e"" />

Otherwise ""No React element selected.""

<img width=""956"" height=""147"" alt=""CleanShot 2026-01-13 at 16 20 22@2x"" src=""https://github.com/user-attachments/assets/08f16627-e27e-4f8c-b881-8a2d38f7a153"" />

Styling and layout is similar to the loading fallback but not dimmed since the fallback for no selection may be visible indefinitely.
",https://github.com/facebook/react/pull/35503
facebook/react,35502,Pull Request,kanikaa88,2026-01-13 14:09:08+00:00,"## Summary
Implements component name search functionality in the Profiler trace view as requested in #32995.

## Changes
- Added search state management to `ProfilerContext`
- Created `ProfilerSearchInput` component (similar to `ComponentSearchInput`)
- Integrated search input into Profiler toolbar
- Search only considers components from the selected commit

## Features
- ✅ Cmd+f / Ctrl+f keyboard shortcut (handled by SearchInput component)
- ✅ Text and regex search support (e.g., `/^Button/`)
- ✅ Result count display (e.g., ""1 | 5"")
- ✅ Navigation between matches (Enter/Shift+Enter or arrow buttons)
- ✅ Auto-selects first matching result
- ✅ Clears when commit changes
- ✅ Only searches the selected commit (not the whole trace)
- ✅ Works in both Flamegraph and Ranked views

## Implementation Details
- Follows the same pattern as Components panel search
- Search input appears conditionally when:
  - Legacy profiler tabs (flame-chart/ranked-chart) are selected
  - Commits are recorded
  - A commit is selected
- Search filters components recursively through the commit tree
- Uses existing `createRegExp` utility for pattern matching

## Testing
- ✅ Linting passed
- ✅ Flow type checking passed (dom-node renderer)
- ✅ Tested locally in DevTools shell
- ✅ Follows existing codebase patterns

Fixes #32995",https://github.com/facebook/react/pull/35502
facebook/react,35501,Pull Request,eps1lon,2026-01-13 11:38:33+00:00,"Fixes 

>  IgnoreMe suspended while rendering, but no fallback UI was specified.

-- https://github.com/facebook/react/actions/runs/20886558894/job/60010693969

Regressed in https://github.com/facebook/react/pull/35456 because in React 17 we can't suspend the root. 

It's interesting to test both 17 (because Suspense has a different impl in 17) as well as testing what happens if the root suspends (if the root wouldn't have a dedicated Suspense node, we'd need to change how we handle this case). So we test both React 17 upwards with an explicit root Suspense and React 18 upwards with an implicit one.

## Test plan

```console
$ yarn build react-debug-tools react-refresh internal-test-utils
$ ./scripts/ci/download_devtools_regression_build.js 17.0 --replaceBuild
$ node ./scripts/jest/jest-cli.js --build --project devtools --release-channel=experimental --reactVersion 17.0
```",https://github.com/facebook/react/pull/35501
facebook/react,35500,Issue,GailJY,2026-01-13 09:22:22+00:00,"<img width=""675"" height=""504"" alt=""Image"" src=""https://github.com/user-attachments/assets/78c24013-7f9a-4ae1-a579-e354c1043b9a"" />

Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://github.com/facebook/react/issues/35500
facebook/react,35500,Issue,GailJY,2026-01-13 09:23:25+00:00,It was usable before.,https://github.com/facebook/react/issues/35500#issuecomment-3743135304
facebook/react,35499,Issue,kaguya3222,2026-01-13 08:33:31+00:00,"### What kind of issue is this?

- [ ] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [x] eslint-plugin-react-hooks (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://github.com/kaguya3222/react-compiler-exhaustive-deps-repro

### Repro steps

1. Clone the repo
2. `pnpm install`
3. `pnpm lint` 
4. Explore the linting error

```log
error  The 'logCount' function makes the dependencies of useEffect Hook (at line 22) change on every render. To fix this, wrap the definition of 'logCount' in its own useCallback() Hook  react-hooks/exhaustive-deps
```

`App.tsx` file has a component named `App`. In this component we have a function `logCount`, used in useEffect. `react-hooks/exhaustive-deps` says: `React Hook useEffect has a missing dependency: 'logCount'. Either include it or remove the dependency array.`. After adding it to dependency array it says: `The 'logCount' function makes the dependencies of useEffect Hook (at line 22) change on every render. To fix this, wrap the definition of 'logCount' in its own useCallback() Hook.`

The problem is that I don't need to wrap this function into a `useCallback`, because compiler will do it for me. 
Disabling eslint at the line of `logCount` definition is an option, but I don't think it's a good approach in the long term.

### How often does this bug happen?

Every time

### What version of React are you using?

19.2.0

### What version of React Compiler are you using?

1.0.0",https://github.com/facebook/react/issues/35499
facebook/react,35498,Pull Request,rickhanlonii,2026-01-12 21:45:39+00:00,"Stacked on https://github.com/facebook/react/pull/35497

-----

Now that the assert helpers require a component stack, we don't need the `{withoutStack: true}` option. ",https://github.com/facebook/react/pull/35498
